SMILES;K;CNN_VS;Vina pKi;Target protein
CC[N+](CC)(CCNC(C(NCC[N+](CC)(CC)Cc(cccc1)c1Cl)=O)=O)Cc(cccc1)c1Cl;0.12;6.8334912;6.215858121;Acetylcholinesterase
C[N@@H+](CCC(N1CC[NH+](CCNc2c(CCCC3)c3nc3ccccc23)CC1)=O)C1CCCCC1;0.318;6.6860088;7.726642283;Acetylcholinesterase
CN(C)C(N[C@@H](CC1)Cc(cc2)c1cc2O)=O;1.3;4.1488159;5.927519007;Acetylcholinesterase
CN(C)S(N[C@@H](CC1)Cc2c1c(O)ccc2)(=O)=O;1.3;4.0173941;6.265207114;Acetylcholinesterase
CC[N@H+](CCC(N1CC[NH+](CCNc2c(CCCC3)c3nc3ccccc23)CC1)=O)C1CCCCC1;1.35;6.9249462;7.508096744;Acetylcholinesterase
COc1ccc(CN(C=C2C(NCCCNc3c(ccc(Cl)c4)c4nc4c3CCCC4)=O)c(cccc3)c3C2=O)cc1;1.6;6.7363034;8.354079475;Acetylcholinesterase
CC[N+](C)(C)c1cccc(O)c1;1.6;4.9390965;4.411799946;Acetylcholinesterase
CC(C)([C@](CC[C@@]1(C)OC(C=C(c(cc2OC)cc(OC)c2OC)O2)=C(C3)C2=O)([C@@]2(C)[C@]13O)O)C=CC2=O;1.7;7.993618;8.25538149;Acetylcholinesterase
COc(c(OC)c1)cc(C[C@@H]2C[C@]3(CC[N@H+](Cc(cc4)ccc4F)CC3)F)c1C2=O;2.8;6.8465088;8.403428468;Acetylcholinesterase
COc(c(OC)c1)cc(C[C@@H]2C[C@H]3CC[N@H+](Cc4ccccc4)CC3)c1C2=O;2.9;6.8932864;7.761891563;Acetylcholinesterase
Oc(c(C(c1ccccc1)=O)c1)cc(Br)c1O;3.24;4.415313;6.318081034;Acetylcholinesterase
COc(cc1)cc([C@H](C2)N(c(cc3)ccc3S(N)(=O)=O)N=C2c(cc(cc2)F)c2F)c1OC;3.3;4.0012974;5.990967712;Acetylcholinesterase
COc(ccc([C@H](C1)N(c(cc2)ccc2S(N)(=O)=O)N=C1c(cc(cc1)F)c1F)c1)c1OC;3.3;3.579282;6.274371927;Acetylcholinesterase
COc(c(OC)c1)cc(C[C@@H]2C[C@]3(CC[N@H+](Cc(cccc4)c4F)CC3)F)c1C2=O;3.5;6.9989122;8.530325878;Acetylcholinesterase
COc(c(OC)c1)cc(C[C@@H]2C[C@]3(CC[N@@H+](Cc(ccc(F)c4)c4F)CC3)F)c1C2=O;3.5;6.861603;8.537375734;Acetylcholinesterase
COc(cc1)cc(Br)c1C(c(cc1)cc(OC)c1OC)=O;3.53;5.8433618;6.119980078;Acetylcholinesterase
COc(c(OC)c1)cc(C[C@@H]2C[C@]3(CC[N@H+](Cc4ccccc4)CC3)F)c1C2=O;4.6;7.114653;8.114384368;Acetylcholinesterase
C[N+](C)(CCNC(C(NCC[N+](C)(C)Cc(cccc1)c1Cl)=O)=O)Cc(cccc1)c1Cl;5;6.5167696;6.392809509;Acetylcholinesterase
COc(c(OC)c1)cc(C[C@@H]2C[C@]3(CC[N@H+](Cc4cccc(F)c4)CC3)F)c1C2=O;5;7.06744;8.819369978;Acetylcholinesterase
CC(N(CCCCSc1c(CCCC2)c2nc2ccccc12)CCCNc1c(CCCC2)c2nc2ccccc12)=O;5.15;6.8687361;8.452777461;Acetylcholinesterase
COc(c(OC)c1)cc(C[C@@H]2C[C@]3(CC[N@H+](Cc(c(F)c4)cc(F)c4F)CC3)F)c1C2=O;5.2;7.685272;8.819369978;Acetylcholinesterase
COc(c(C(c1ccccc1)=O)c1)cc(Br)c1OC;5.28;4.9231224;6.063581229;Acetylcholinesterase
CC[N@H+](CCCCCC(N(CC1)CCC1C(CC1)CCN1C(CCCCC[N@@H+](CC)Cc(cccc1)c1OC)=O)=O)Cc(cccc1)c1OC;5.67;6.5493945;6.262387171;Acetylcholinesterase
Oc(cc1)ccc1C(c(c(O)c1)cc(Br)c1O)=O;5.72;3.900941;5.801326583;Acetylcholinesterase
COc(cc1)ccc1C(c(ccc(OC)c1)c1OC)=O;5.88;5.4182973;6.186248725;Acetylcholinesterase
Clc1cc2nc(CCCC3)c3c(NCCCCCCCNc3c(CCCC4)c4nc4ccccc34)c2c(Cl)c1;6;2.5488972;8.156683505;Acetylcholinesterase
[NH3+][C@@H](CCC(NCCNc1c(CCCC2)c2nc2ccccc12)=O)C(NCCNc1c(CCCC2)c2nc2ccccc12)=O;6.21;4.3295121;7.973387246;Acetylcholinesterase
C/C=C(\[C@@H](C[C@H](C1)[NH2+]CCCCCCCNc2c(CCCC3)c3nc3ccccc23)C=C(C)C2)/[C@]12C(OC)=O;6.4;3.7341054;8.184882929;Acetylcholinesterase
CC(c(cccc1)c1NC(c(cc1)ccc1OCCCCCN1C=CC=C2C=CC=C[C@@-]12)=O)=O;6.5;7.2846919;7.825340268;Acetylcholinesterase
O=C([C@H]1[N@H+](CCNc2c(CCCC3)c3nc3ccccc23)CCC1)NCCCCCNc1c(CCCC2)c2nc2ccccc12;6.75;5.703273;8.925117819;Acetylcholinesterase
Nc1c(CCCC2)c2nc2ccccc12;6.9;4.4132;6.101650452;Acetylcholinesterase
Oc1cc(O)c([C@H](C2)N=N[C@@H]2c2c(cccc3)c3cc3ccccc23)cc1;7.2;3.3669004;6.664933954;Acetylcholinesterase
Cc1cc(CCNc2c(CCCC3)c3nc3ccccc23)cc(CCNc2c(CCCC3)c3nc3ccccc23)c1;7.45;4.0036252;9.200062207;Acetylcholinesterase
CCOC([C@@-]1C(C)=NC(N(CC2)CCN2S(c(cc2)cc(Cl)c2NC(C)=O)(=O)=O)=N[C@-]1c(cc1)cc(OC)c1OC)=O;8;5.657175;6.372364926;Acetylcholinesterase
C[N@H+](CCCNc1c(CCCC2)c2nc2ccccc12)CCCSc1c(CCCC2)c2nc2ccccc12;9.1;2.50114;7.811240556;Acetylcholinesterase
CC(c(cccc1)c1NC(c(cc1)ccc1OCCCCCCN1C=C2C=CC=C[C@@-]2C=C1)=O)=O;9.4;5.8953839;7.5151466;Acetylcholinesterase
O=C(C[NH2+]Cc1cc(F)cc(F)c1)Nc(cc1)cc2c1N=C(CCC1)N1C2=O;9.9;6.5313594;7.536296168;Acetylcholinesterase
[CH-]1C2=CC=CN(CCCCCCCCCCCCN3C=CC=C[CH-]3)C2=CC=C1;10;6.5017953;6.562711041;Acetylcholinesterase
C[N+](C)(CC=C)c1ccc(CCC(CCc(cc2)ccc2[N+](C)(C)CC=C)=O)cc1;10;7.0359848;6.42805879;Acetylcholinesterase
C[N@H+](CCC[N@H+]1CC[N@H+](CCNc2c(CCCC3)c3nc3ccccc23)CC1)C1CCCCC1;10.3;4.0063494;7.00121209;Acetylcholinesterase
COc(c(OC)c1)cc2c1OC(C(OCC[C@H]1CC[N@@H+](Cc3ccccc3)CC1)=O)=CC2=O;11;6.708304;7.310700773;Acetylcholinesterase
Oc(cc1)cc2c1OC(C(NCCC[C@H]1CC[N@H+](Cc3ccccc3)CC1)=O)=CC2=O;11;6.223702;7.980437102;Acetylcholinesterase
COc(c(OC)c1)cc(C=C2c3ccc(C[N@@H+](CCO)Cc4ccccc4)cc3)c1OC2=O;11;6.5575888;8.057985519;Acetylcholinesterase
CC[N@@H+](Cc1ccccc1)Cc(cc1)ccc1C1=Cc(cc(c(OC)c2)OC)c2OC1=O;11;7.0874496;8.25538149;Acetylcholinesterase
C[N+](C)(Cc1ccccc1)Cc(cc1)ccc1C1=Cc(cc(c(OC)c2)OC)c2OC1=O;11;7.0690032;8.248331634;Acetylcholinesterase
O=C(C(Oc(cc1)c2cc1[N+2](=O)=O)=CC2=O)NCC[C@H]1CC[N@@H+](Cc2ccccc2)CC1;12;6.7395974;7.634994153;Acetylcholinesterase
CC[N@H+](CCCCCC(N(C)CCCCCCCCN(C)C(CCCCC[N@@H+](CC)Cc(cccc1)c1OC)=O)=O)Cc(cccc1)c1OC;12.2;4.8208347;5.099160915;Acetylcholinesterase
C(CNc1c(CCCC2)c2nc2ccccc12)c1c[o]cc1CCNc1c(CCCC2)c2nc2ccccc12;13.3;4.3939361;8.70657228;Acetylcholinesterase
CC(N(CCCNc1c(CCCC2)c2nc2ccccc12)CCCSc1c(CCCC2)c2nc2ccccc12)=O;13.4;5.479677;7.345950053;Acetylcholinesterase
CN(CCC(N1CC[NH+](CCNc2c(CCCC3)c3nc3ccccc23)CC1)=O)c1ccccc1;13.7;4.3150185;7.465797607;Acetylcholinesterase
COC1=CC=C[C@-](C=C2)C1=CN2c(cc1)ccc1Br;14.8;5.554375;6.822145745;Acetylcholinesterase
C#CC[N@H+](Cc1ccc(cccc2O)c2n1)[C@@H](CC[C@H]1CC[N@H+](Cc2ccccc2)CC1)C#N;15;5.3244405;7.092155234;Acetylcholinesterase
CC(C)(C)OC(N[C@@H](CCC(NCCNc1c(CCCC2)c2nc2ccccc12)=O)C(NCCNc1c(CCCC2)c2nc2ccccc12)=O)=O;15.4;4.1034525;7.881739117;Acetylcholinesterase
C/C=C(\[C@H](C[C@@H](C1)[NH2+]CCCCCCCNc2c(CCCC3)c3nc3ccccc23)C=C(C)C2)/[C@@]12[NH3+];15.7;3.87436;7.987486958;Acetylcholinesterase
COc(c(C(CC[C@H]1CC[N@@H+](CC2CCCCC2)CC1)=O)c1)cc(N)c1Cl;16;7.555464;7.233152356;Acetylcholinesterase
CC(C)([C@H](C[C@@]1(CC(C)=C2)[NH3+])[NH2+]CCCCCCCNc3c(CCCC4)c4nc4ccccc34)[C@@H]2/C\1=C\C;16.5;3.6204731;8.015686383;Acetylcholinesterase
O=C(CC[NH+]1CCCCC1)N1CC[NH+](CCNc2c(CCCC3)c3nc3ccccc23)CC1;16.8;5.814141;7.233152356;Acetylcholinesterase
CCOc1ccc(Cc2nc(cc(cc3)C(NCCSSCCNc4c(CCCC5)c5nc5ccccc45)=O)c3[n]2CCC(C)C)cc1;17;7.7298936;7.296601061;Acetylcholinesterase
O=C(C1=Cc(cccc2)c2OC1=O)NCCCCCCNc1c(CCCC2)c2nc2ccccc12;17;3.3784066;8.438677749;Acetylcholinesterase
C/C=C(\[C@H](CC(N1)=C2C=CC1=O)C=C(C)C1)/[C@@]21[NH3+];17;3.6195852;6.460488128;Acetylcholinesterase
COc(c(OC)c1)cc(C=C2NC([C@H](CCC3)C[C@H]3[NH2+]Cc3ccccc3)=O)c1OC2=O;19;7.025098;8.424578036;Acetylcholinesterase
[CH-]1N(CCCCCCCCCCCN2C=CC=C[CH-]2)C=CC=C1;20;6.3223115;5.650459662;Acetylcholinesterase
CC(N(CCCCNc1c(CCCC2)c2nc2ccccc12)CCCSc1c(CCCC2)c2nc2ccccc12)=O;20.9;5.911125;7.592695017;Acetylcholinesterase
COc(c(OC)c1)cc2c1OC(C(NCCC[C@H]1CC[N@H+](Cc3ccccc3)CC1)=O)=CC2=O;21;6.8278728;7.367099622;Acetylcholinesterase
Cc1c(C(N[C@H]2CC[N@@H+](Cc3ccccc3)CC2)=O)[s]cc1S(c(cc1)ccc1Cl)(=O)=O;21;6.0677848;7.599744873;Acetylcholinesterase
NS(c(cc1)ccc1/N=C/c1cc(Br)cc(Cl)c1O)(=O)=O;21;3.59541;6.242647574;Acetylcholinesterase
NS(c(cc1)ccc1/N=C/c1cc(Br)cc(Br)c1O)(=O)=O;21;4.1589376;6.504902221;Acetylcholinesterase
NS(c(cc1)ccc1NCc1cccc(Cl)c1O)(=O)=O;21;3.4611772;6.296226481;Acetylcholinesterase
O=[N+2](c1cc([C@H](C2)N=N[C@@H]2c2c(cccc3)c3cc3ccccc23)ccc1)=O;21;4.955732;7.282501349;Acetylcholinesterase
C[N@H+](Cc1ccccc1)Cc(cc1)ccc1C1=Cc(cc(c(OC)c2)OC)c2OC1=O;21.7;6.8388545;8.050935663;Acetylcholinesterase
COc(c(OC)c1)cc(C[C@@H]2Cc3cc(C[NH+]4CCCC4)ccc3)c1C2=O;22;5.8653867;7.93108811;Acetylcholinesterase
CC[NH+](CC)Cc1cccc(C[C@@H](Cc(cc2OC)c3cc2OC)C3=O)c1;22;6.8074909;7.268401636;Acetylcholinesterase
CC[N+](CC)(CCCCCN(C(C)=CC(N1CCCCC[N+](CC)(CC)Cc2ccccc2)=O)C1=O)Cc1ccccc1;22;8.1238276;6.177788898;Acetylcholinesterase
O=C(Nc(cc1)ccc1OC(F)(F)F)O[C@H](C1)C[N@@H+]1C(c1ccccc1)c1ccccc1;23;5.481336;7.183803363;Acetylcholinesterase
CC(C[C@H]1C2)=C[C@H]2Cc2c1c(NCCCCCCNC([C@H](Cc1c[nH]c3c1cccc3)[NH3+])=O)c(ccc(Cl)c1)c1n2;23;6.45344;8.981516668;Acetylcholinesterase
FC(Oc1ccc(C[NH2+][C@@H]2C[N@@H+](Cc3ccccc3)CC2)cc1)(F)F;23;5.492623;6.866559839;Acetylcholinesterase
COc(cc1)cc(C=C2C(NCCCCCCNc3c(CCCC4)c4nc4ccccc34)=O)c1OC2=O;24;5.0004393;8.198982641;Acetylcholinesterase
Oc1c([C@H](C2)[N-][N-][C@@H]2c2c(cccc3)c3cc3ccccc23)cccc1;24;4.1086944;6.755172113;Acetylcholinesterase
CCOC(c(c(C)nc1nc2c3CCCC2)cc1c3N)=O;24;5.483322;6.043136647;Acetylcholinesterase
CN(CCC[N@H+]1CC[N@H+](CCNc2c(CCCC3)c3nc3ccccc23)CC1)c1ccccc1;24.7;3.7417476;7.465797607;Acetylcholinesterase
COc1ccc([C@H](C2)N=N[C@@H]2c2c(cccc3)c3cc3ccccc23)cc1;25;4.652217;8.114384368;Acetylcholinesterase
CC(C)c1ccc(CSS(c2ccc(C)cc2)(=O)=O)cc1;26;5.9029984;7.197903075;Acetylcholinesterase
C(CCCCSc1c(CCCC2)c2nc2ccccc12)CCCNc1c(CCCC2)c2nc2ccccc12;27.9;3.3403824;8.311780339;Acetylcholinesterase
COc(cc1)cc(C/C2=C\[C@H]3CC[N@@H+](Cc4ccccc4)CC3)c1C/2=O;29;5.2633536;8.621974007;Acetylcholinesterase
C(CCCCNc1c(CCCC2)c2nc2ccccc12)CCCc1c(CCCC2)c2nc2ccccc12;30;3.6384544;8.657223288;Acetylcholinesterase
Cc(cc1)cc(C=C2C(NCCCCCCNc3c(CCCC4)c4nc4ccccc34)=O)c1OC2=O;30;4.0217472;8.262431346;Acetylcholinesterase
Clc1ccc([C@H](C2)N=N[C@H]2c2c(cccc3)c3cc3ccccc23)cc1;30;3.951981;8.988566524;Acetylcholinesterase
C1[C@@H](c2c(cccc3)c3cc3ccccc23)N=N[C@@H]1c1ccccc1;30;3.8715375;6.926483616;Acetylcholinesterase
Fc(cc1)cc(F)c1-c1nnc(N(CC2)CCN2c2ncccc2)[o]1;30;6.1013509;8.149633649;Acetylcholinesterase
O/N=C\C(c(cc1)cnc1OC[C@H]1CC[N@@H+](Cc2ccccc2)CC1)=O;31;4.6050974;6.794651307;Acetylcholinesterase
COc(cc1)cc(O2)c1C=C(C(NCCCCCCNc1c(CCCC3)c3nc3ccccc13)=O)C2=O;31;3.8697192;8.276531058;Acetylcholinesterase
O=C(C1=Cc(cccc2)c2OC1=O)NCCCCCNc1c(CCCC2)c2nc2ccccc12;34;6.1483508;8.600824439;Acetylcholinesterase
COc(c(OC)c1)cc(C/C2=C\[C@H]3CC[N@H+](Cc4ccccc4)CC3)c1C/2=O;35;7.1621788;8.163733361;Acetylcholinesterase
Cc(cc1)cc(C=C2C(NCCCCCNc3c(CCCC4)c4nc4ccccc34)=O)c1OC2=O;36;6.3016812;8.974466812;Acetylcholinesterase
CC(c(ccc(OCCCCSC(N1CCCCC1)=S)c1)c1O1)=CC1=O;37;6.0861654;6.690313436;Acetylcholinesterase
C[C@@H](c1cccc(O[C@H](Cc(cc2OC)c3cc2OC)C3=O)c1)[NH+]1CCCCC1;38;6.7995338;8.227182066;Acetylcholinesterase
COc1cc(OC)c([C@H](C2)N(c(cc3)ccc3S(N)(=O)=O)N=C2c2ccccc2)cc1;38;4.1899689;6.02974192;Acetylcholinesterase
COc1cc(OC)c([C@H](C2)N(c(cc3)ccc3S(N)(=O)=O)N=C2c(cc2)ccc2F)cc1;38;4.3078932;6.315261092;Acetylcholinesterase
COc1cc(OC)c([C@H](C2)N(c(cc3)ccc3S(N)(=O)=O)N=C2c(cc2)ccc2Cl)cc1;38;4.4281038;6.123505006;Acetylcholinesterase
COc(ccc([C@H](C1)N(c(cc2)ccc2S(N)(=O)=O)N=C1c1ccccc1)c1)c1OC;38;3.8774736;5.937388805;Acetylcholinesterase
COc(ccc([C@H](C1)N(c(cc2)ccc2S(N)(=O)=O)N=C1c(cc1)ccc1F)c1)c1OC;38;3.6857376;6.211628207;Acetylcholinesterase
COc(ccc([C@H](C1)N(c(cc2)ccc2S(N)(=O)=O)N=C1c(cc1)ccc1Cl)c1)c1OC;38;4.0492575;6.026921978;Acetylcholinesterase
COc(ccc([C@H](C1)N(c(cc2)ccc2S(N)(=O)=O)N=C1c(cc1)ccc1Br)c1)c1OC;38;4.0640141;6.016347194;Acetylcholinesterase
COc1cc(OC)c([C@H](C2)N(c(cc3)ccc3S(N)(=O)=O)N=C2c(cc2)ccc2Br)cc1;38;4.1326038;5.969818143;Acetylcholinesterase
COc(c(OC)c1)cc2c1OC(C(NCC[C@H]1CC[N@H+](Cc3ccccc3)CC1)=O)=CC2=O;39;6.2829312;7.55039588;Acetylcholinesterase
COc(cc1)cc(C=C2C(NCCCCCNc3c(CCCC4)c4nc4ccccc34)=O)c1OC2=O;39;6.5223532;8.452777461;Acetylcholinesterase
[CH-]1C2=CC=CN(CCCCCCCCCCN3C=CC=C4C=CC=C[C@@-]34)C2=CC=C1;40;6.9124692;7.458747751;Acetylcholinesterase
Clc1cc2nc(CCCC3)c3c(NCCCCCCCSc3c(CCCC4)c4nc4ccccc34)c2c(Cl)c1;41;2.3994542;8.114384368;Acetylcholinesterase
C1[C@@H](c2c(cccc3)c3cc3ccccc23)[N-][N-][C@@H]1c1ncccc1;41;5.0771184;6.83272053;Acetylcholinesterase
O=C(C1=Cc(cccc2)c2OC1=O)NCCCCCCCNc1c(CCCC2)c2nc2ccccc12;42;6.0618404;8.213082353;Acetylcholinesterase
COc(cc1)cc(O2)c1C=C(C(NCCCCCNc1c(CCCC3)c3nc3ccccc13)=O)C2=O;44;5.0288952;8.50917631;Acetylcholinesterase
CC(c(cccc1)c1NC(c(cc1)ccc1OCCCCCN1C=C2C=CC=C[C@-]2C=C1)=O)=O;45;5.570352;7.557445736;Acetylcholinesterase
CC(c(cccc1)c1NC(c(cc1)ccc1OCCCCN1C=C2C=CC=C[C@@-]2C=C1)=O)=O;46;6.835141;7.493997032;Acetylcholinesterase
O=C(C[N@H+]1CC[N@H+](Cc2ccccc2)CC1)Nc(ccc(C(F)(F)F)c1)c1Cl;47;4.9898034;7.479897319;Acetylcholinesterase
CC(c(cccc1)c1NC(c(cc1)ccc1OCCCCCCN1C=CC=C[CH-]1)=O)=O;47;6.6004914;6.681853609;Acetylcholinesterase
COc(cc12)ccc1nc(cc(cc1)Cl)c1c2N;49;4.0417452;6.089665697;Acetylcholinesterase
C[C@](CC1)(C(NCCCCCCCCNc2c(ccc(Cl)c3)c3nc3c2CCCC3)=O)Oc(c(C)c2C)c1c(C)c2O;50;4.1720282;8.304730483;Acetylcholinesterase
CC[C@](C(C=C1N2Cc3c(CC)c4cc(OC(N(CC5)CCC5[NH+]5CCCCC5)=O)ccc4nc13)=C(CO1)C2=O)(C1=O)O;51;5.230628;9.510255875;Acetylcholinesterase
COc(cc1)cc(C=C2C(NCCCCCCCNc3c(CCCC4)c4nc4ccccc34)=O)c1OC2=O;51;3.6812475;8.22013221;Acetylcholinesterase
CC(c(cccc1)c1NC(c(cc1)ccc1OCCCCN1C2=CC=C[CH-]C2=CC=C1)=O)=O;53;6.2538138;7.853539693;Acetylcholinesterase
COc(ccc(C(N[C@H]1CC[N@@H+](Cc(c(F)ccc2)c2Cl)CC1)=O)c1)c1OC;55;5.982208;7.5151466;Acetylcholinesterase
COc(cc1)cc(O2)c1C=C(C(NCCCCCCCNc1c(CCCC3)c3nc3ccccc13)=O)C2=O;55;6.5968751;7.994536814;Acetylcholinesterase
COc(c(OC)c1)cc(C=C2C(NCCCCCCNc3c(CCCC4)c4nc4ccccc34)=O)c1OC2=O;56;4.6984032;8.283580914;Acetylcholinesterase
O=C(C(Oc1c2cccc1)=CC2=O)NCC[C@H]1CC[N@H+](Cc2ccccc2)CC1;57;6.2943116;8.473927029;Acetylcholinesterase
COc(c(OC)c1)cc(C[C@@H]2Cc3cc(C[NH+]4CCCCC4)ccc3)c1C2=O;59;6.7255999;8.036835951;Acetylcholinesterase
COc(c(OC)c1)cc2c1NC(C(NCC[C@H]1CC[N@@H+](Cc3ccccc3)CC1)=O)=CC2=O;60;7.0727033;7.451697895;Acetylcholinesterase
O=C(C1=Cc(cc(cc2)OC(F)(F)F)c2OC1=O)NCCCCCCNc1c(CCCC2)c2nc2ccccc12;60;6.33984;8.135533936;Acetylcholinesterase
C[C@@H](C[N@H+]1CC[N@H+](Cc2ccccc2)CC1)N(C(c1cccc([N+2](=O)=O)c1)=O)c1ncccc1;61;7.052406;7.536296168;Acetylcholinesterase
NS(c(cc1)ccc1C(N(C(c(cc1)c2cc1F)=O)NC2=O)=O)(=O)=O;61;4.1987032;8.269481202;Acetylcholinesterase
NS(c(cc1)ccc1C(N(C(c1c2c(F)ccc1)=O)NC2=O)=O)(=O)=O;61;4.3380819;7.705492714;Acetylcholinesterase
NS(c(cc1)ccc1C(N(C(c(cc1)c2cc1[N+2](=O)=O)=O)NC2=O)=O)(=O)=O;61;4.2807037;7.479897319;Acetylcholinesterase
NS(c(cc1)ccc1C(N(C(c1c2ccc(C([O-])=O)c1)=O)NC2=O)=O)(=O)=O;61;4.4540193;7.994536814;Acetylcholinesterase
NS(c(cc1)ccc1C(N(C(c1c2c([N+2](=O)=O)ccc1)=O)NC2=O)=O)(=O)=O;61;4.321515;7.761891563;Acetylcholinesterase
C[N@H+](Cc1ccccc1)Cc1ccc(/C=C(\CCc2c3ccc(OCCCCC[NH+]4CCCCC4)c2)/C3=O)cc1;61.1;5.3626104;7.980437102;Acetylcholinesterase
Nc(cc1)cc2c1OC(C(NCC[C@H]1CC[N@@H+](Cc3ccccc3)CC1)=O)=CC2=O;62;5.717805;7.945187822;Acetylcholinesterase
C[N@H+]1CC[N@H+](Cc2cccc(O[C@@H](Cc(cc3OC)c4cc3OC)C4=O)c2)CC1;62;4.851945;7.585645161;Acetylcholinesterase
C[NH+](C)Cc1cccc(/C=C(\Cc(cc2OC)c3cc2OC)/C3=O)c1;62;6.2386848;7.204952932;Acetylcholinesterase
C[N@H+](CC[C@]1([C@H](C2)O3)C=C[C@@H]2O)Cc(cc2)c1c3c2OC;62;6.2928712;6.618404904;Acetylcholinesterase
Cc(cc1)cc(C=C2C(NCCCCCCCNc3c(CCCC4)c4nc4ccccc34)=O)c1OC2=O;66;3.7504831;8.114384368;Acetylcholinesterase
C[N@H+]1CC[N@H+](Cc(cc2)ccc2O[C@@H](Cc(cc2OC)c3cc2OC)C3=O)CC1;69;6.7396584;7.691393002;Acetylcholinesterase
COc(c(OC)c1)cc(C=C2C(NCCCCCNc3c(CCCC4)c4nc4ccccc34)=O)c1OC2=O;70;6.04232;8.54442559;Acetylcholinesterase
COc(c(OC)c1)cc(C/C2=C\c3cc(C[NH+]4CCCCC4)ccc3)c1C/2=O;71;7.0389844;7.938137966;Acetylcholinesterase
COc(c(OC)c1)cc(C[C@@H]2Cc3ccc(C[NH+]4CCCCC4)cc3)c1C2=O;74;6.0485484;7.909938541;Acetylcholinesterase
O=C(C1=Cc(cc(cc2)OC(F)(F)F)c2OC1=O)NCCCCCNc1c(CCCC2)c2nc2ccccc12;76;3.7674;8.840519546;Acetylcholinesterase
C[C@H](c1cccc(O[C@H](Cc(cc2OC)c3cc2OC)C3=O)c1)[N@H+]1CC[N@H+](C)CC1;78;6.8889184;8.036835951;Acetylcholinesterase
O=C(C1=Cc(cc(cc2)OC(F)(F)F)c2OC1=O)NCCCCCCCNc1c(CCCC2)c2nc2ccccc12;78;6.324264;8.163733361;Acetylcholinesterase
NS(c(cc1)ccc1NCc1cccc(Br)c1O)(=O)=O;78;3.1560534;6.406909221;Acetylcholinesterase
CC[N@@H+](CCC(NCCCNc1c(CCCC2)c2nc2ccccc12)=O)C1CCCCC1;79;4.978498;7.374149478;Acetylcholinesterase
CC(c(cccc1)c1NC(c(cc1)ccc1OCCCCCN1C=CC=C[CH-]1)=O)=O;81;6.6676256;7.085105378;Acetylcholinesterase
NS(c(cc1)ccc1N([C@@H](C1)c(cc2)ccc2Br)N=C1c1ccc[s]1)(=O)=O;81;4.9388544;5.627900123;Acetylcholinesterase
COc1cccc(CC2)c1[CH-]N2c(cc1)ccc1Br;88.6;4.7185198;6.436518617;Acetylcholinesterase
CCN(CC)C(c(cc1)cc2c1[n](CCCCCCNc1c(CCCC3)c3nc3ccccc13)c(Cc(cc1)ccc1OCC)n2)=O;89;8.1515152;6.640259458;Acetylcholinesterase
CC(C)(C)C1=C[CH-]N(CCCCCCCCN2C=CC(C(C)(C)C)=C[CH-]2)C=C1;90;7.1983179;6.184838754;Acetylcholinesterase
COc(c(OC)c1)cc(C=C2C(NCCCCCCCNc3c(CCCC4)c4nc4ccccc34)=O)c1OC2=O;91;5.7620544;7.874689261;Acetylcholinesterase
COc(c(OC)c1)cc(C=C2NC([C@@H](CCC3)C[C@@H]3[NH2+]Cc3ccccc3)=O)c1OC2=O;93;6.6115975;8.12848408;Acetylcholinesterase
O=C(c(cc1)cc2c1OCCCO2)N[C@H]1CC[N@@H+](Cc2ccccc2)CC1;95;6.361564;8.072085232;Acetylcholinesterase
COc(c(OC)c1)cc(C/C2=C\c3ccc(C[NH+]4CCCCC4)cc3)c1C/2=O;95;6.207756;8.086184944;Acetylcholinesterase
C(CCCSc1c(CCCC2)c2nc2ccccc12)CCNc1c(CCCC2)c2nc2ccccc12;100;4.7201231;8.015686383;Acetylcholinesterase
CC(C)(C)C1=C[CH-]N(/C=C2/C=C(C/C(\C=C3)=C/N4C=CC(C(C)(C)C)=C[CH-]4)C3=CC/2)C=C1;100;4.6414836;8.361129332;Acetylcholinesterase
CCCCCCCNC(Oc(cc1)cc2c1N(C)[C@H]1[N@H+](C)CC[C@@]21C)=O;100;6.0133115;6.24969743;Acetylcholinesterase
FC(c1ccc(C[NH2+][C@H]2CC[N@@H+](Cc3ccccc3)CC2)cc1)(F)F;100;3.190917;7.360049766;Acetylcholinesterase
Cc1ccc([C@H](C2)N=N[C@@H]2c2c(cccc3)c3cc3ccccc23)cc1;100;4.683467;7.134454371;Acetylcholinesterase
Oc1ccc([C@H](C2)[N-][N-][C@@H]2c2c(cccc3)c3cc3ccccc23)cc1;100;3.6780024;6.71216799;Acetylcholinesterase
O=[N+2](c1ccc([C@H](C2)N=N[C@H]2c2c(cccc3)c3cc3ccccc23)cc1)=O;100;3.189054;9.178912639;Acetylcholinesterase
C[C@H](c(cc1)ccc1O[C@@H](Cc(cc1OC)c2cc1OC)C2=O)[NH+]1CCCCC1;106;6.6112044;8.191932785;Acetylcholinesterase
CN(C)c(cc1)cc2c1N=C1C=CC(N(C)C)=C[C@@-]1S2;110;6.649643;5.223943368;Acetylcholinesterase
C[C@H](c1cccc(O[C@H](Cc(cc2OC)c3cc2OC)C3=O)c1)[NH+]1CCOCC1;118;6.694077;8.050935663;Acetylcholinesterase
Clc1cc2nc(CCCC3)c3c(SCCCCCCNc3c(CCCC4)c4nc4ccccc34)c2c(Cl)c1;120;4.3583138;7.916988397;Acetylcholinesterase
