SMILES;K;CNN_VS;Vina pKi;Target protein
Clc1cccc(N2CCN(CCCCNCCC3(CCOCC3)c3ccccn3)CC2)c1Cl;97;6.347808;4.979313362;Dopamine D3 receptor
COc1ccccc1N1CCN(CCCNC(=O)NCc2ccc(F)cc2-c2ccccc2)CC1;99;6.397572;6.889119378;Dopamine D3 receptor
COc1ccccc1N1CCN(CCCNC(=O)NCc2ccccc2-c2ccc(F)cc2)CC1;99;5.7415627;5.881694942;Dopamine D3 receptor
Clc1ccc(nc1)N1CCN(CCCCc2nc3ccccc3s2)CC1;104;5.1297216;5.30713167;Dopamine D3 receptor
CCc1cc(Cl)c(OC)c(c1)N1CCN(C[C@@H]2C[C@@H](O)CN2CCC(C(=O)N(C)C)(c2ccccc2)c2ccccc2)CC1;111;4.7886984;5.328281238;Dopamine D3 receptor
COc1ccc(c(CNC(=O)NCCCN2CCN(CC2)c2ccccc2OC)c1)-c1ccccc1;120;5.4235006;5.687118914;Dopamine D3 receptor
COc1ccccc1N1CCN(CCCNC(=O)NCc2cc(F)ccc2-c2ccccc2)CC1;150;4.8798414;6.494327437;Dopamine D3 receptor
COc1ccccc1N1CCN(CCCNC(=O)NCc2ccccc2-c2ccc(cc2)C(C)C)CC1;190;4.2831783;6.026216992;Dopamine D3 receptor
Cc1ccc(nc1)N1CCN(CCCCc2nc3ccccc3s2)CC1;205;5.3162736;5.333216138;Dopamine D3 receptor
CN(C)CCC=C1c2ccccc2CCc2ccccc12;206;4.1454972;4.965213649;Dopamine D3 receptor
COc1ccccc1N1CCN(CCCNC(=O)NCc2ccccc2-c2cccc(F)c2)CC1;210;6.7186644;6.603600206;Dopamine D3 receptor
CN(C)C(=O)C(CCN1C[C@H](O)C[C@H]1C(=O)NCCCCN1CCN(CC1)c1cccc(n1)C(F)(F)F)(c1ccccc1)c1ccccc1;220;5.1864644;6.606420149;Dopamine D3 receptor
Clc1cccc(N2CCN(CCCOC3(CCOCC3)c3ccccn3)CC2)c1Cl;221;6.4113105;5.601110669;Dopamine D3 receptor
Clc1ccc2nc(CCCN3CCN(CC3)c3ccccn3)sc2c1;222;5.156229;5.276112303;Dopamine D3 receptor
COc1cccc2nc(CCCN3CCC(CC3)c3ccccn3)sc12;228;5.6208768;6.168624085;Dopamine D3 receptor
CN(C)C(=O)C(CCN1C[C@H](O)C[C@H]1CN1CCN(CC1)c1cccc(Cl)c1Cl)(c1ccccc1)c1ccccc1;247;4.0720377;5.905664453;Dopamine D3 receptor
Clc1ccc(cc1)[C@@H]1C[C@H]1NCCC1(CCOCC1)c1ccccn1;258;6.5438334;4.776982492;Dopamine D3 receptor
CCCOc1cc2CCN3Cc4c(C[C@H]3c2cc1O)ccc(O)c4OCCOCC;262;3.2976172;4.807296873;Dopamine D3 receptor
CCCCCCOc1cc2CCN3Cc4c(C[C@H]3c2cc1O)ccc(O)c4OCCC;268;3.184011;5.113965613;Dopamine D3 receptor
COc1ccccc1N1CCN(CCCNC(=O)NCc2ccccc2-c2ccccc2)CC1;270;6.3424071;6.799586206;Dopamine D3 receptor
CCCCCCOc1cc2CCN3Cc4c(C[C@H]3c2cc1O)ccc(O)c4OCCCCC;275;3.5784666;4.860875779;Dopamine D3 receptor
FC(F)(F)c1cccc(n1)N1CCN(CCCOC2(CCOC3(CCCC3)C2)c2ccccn2)CC1;286;7.4752091;6.225022934;Dopamine D3 receptor
COc1cccnc1N1CCN(CCCc2nc3ccccc3s2)CC1;288;4.123191;5.333216138;Dopamine D3 receptor
OCc1cccnc1N1CCN(CCCc2nc3ccccc3s2)CC1;288;4.7889576;5.686413928;Dopamine D3 receptor
FC(F)(F)c1cccc(n1)N1CCN(CCCOC2(CCOCC2)c2ccccn2)CC1;307;7.1112735;6.172853999;Dopamine D3 receptor
CC1CCC(CN2CCN(CC2)c2cccc(Cl)c2Cl)CN1CCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1;309;3.235079;6.875724652;Dopamine D3 receptor
Clc1ccc(cc1)[C@@H]1C[C@H]1NCCC1(CCOC2(CCCC2)C1)c1ccccn1;361;5.0765832;5.362825533;Dopamine D3 receptor
COc1ccccc1N1CCN(CCCNC(=O)NCc2ccccc2-c2ccc(cc2)-c2ccccc2)CC1;370;5.173344;5.309951613;Dopamine D3 receptor
COc1ccccc1[C@@H]1C[C@H]1NCCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1;382;3.77952;4.788967247;Dopamine D3 receptor
CCCOc1cc2CCN3Cc4c(C[C@H]3c2cc1O)c(Br)cc(O)c4OCCOCC;415;2.977293;5.02936734;Dopamine D3 receptor
CCCN1CCN(CC1)c1ccc2CCCC(N(C)C(=O)OCc3ccccc3)c2c1;438;3.4901328;5.42274931;Dopamine D3 receptor
Clc1cccc2sc(CCCN3CCN(CC3)c3ccccn3)nc12;512;6.0030279;6.199643452;Dopamine D3 receptor
CCCCCCOc1cc2CCN3Cc4c(C[C@H]3c2cc1O)ccc(O)c4OCCCC;524;4.348908;5.373400317;Dopamine D3 receptor
CCCCCCOc1cc2CCN3Cc4c(C[C@H]3c2cc1O)ccc(O)c4OCCCCCC;551;3.06252;5.93174892;Dopamine D3 receptor
CCCOc1cc2CCN3Cc4c(C[C@H]3c2cc1O)c(Br)cc(O)c4OCC;576;4.4981349;4.887665232;Dopamine D3 receptor
C(CN1CCN(CC1)c1ccccn1)Cc1nc2ccccc2s1;584;5.4244584;6.033971834;Dopamine D3 receptor
CCN(CC)CCCC(C)Nc1cnc(cn1)C(=O)Nc1ccc(Cl)c2cccnc12;638;5.398624;5.913419294;Dopamine D3 receptor
CN(C)C(=O)C(CCN1C[C@H](O)C\C1=C/N1CCN(CC1)c1cccc(Cl)c1Cl)(c1ccccc1)c1ccccc1;705;3.5888766;6.122095035;Dopamine D3 receptor
CCN(CC)CCCC(C)Nc1cnc(cn1)C(=O)Nc1cc(F)cc2cccnc12;726;6.3477999;6.17426397;Dopamine D3 receptor
FC(F)(F)c1cccc(n1)N1CCN(CCC2(CCOC3(CCCC3)C2)c2ccccn2)CC1;734;5.5050975;6.086140769;Dopamine D3 receptor
CCCCCCOc1cc2CCN3Cc4c(C[C@H]3c2cc1O)c(Br)cc(O)c4OCCOCC;753;2.9640554;4.790377218;Dopamine D3 receptor
Cc1cccnc1C1CCN(CCCc2nc3ccccc3s2)CC1;773;5.577799;5.541891878;Dopamine D3 receptor
CCCN(CCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1)[C@@H]1C[C@H]1c1ccc(Cl)cc1;820;2.4853985;5.460818533;Dopamine D3 receptor
CCCOc1cc2CCN3Cc4c(C[C@H]3c2cc1O)c(Br)cc(O)c4OCCC;898;3.4139105;6.002247481;Dopamine D3 receptor
FC(F)(F)c1cccc(n1)N1CCN(CCC2(CCOCC2)c2ccccn2)CC1;899;6.9992104;5.816836266;Dopamine D3 receptor
CCCCCOc1c(O)ccc2C[C@@H]3N(CCc4cc(OCCC)c(O)cc34)Cc12;929;2.6590884;6.088255726;Dopamine D3 receptor
CCc1cc(Cl)c(OC)c(c1)N1CCN(Cc2cn(CCC(C(=O)N(C)C)(c3ccccc3)c3ccccc3)nn2)CC1;929;7.2674841;6.397039423;Dopamine D3 receptor
CN(C)C(=O)C(CCN1CCN(CC1)c1nsc2ccccc12)(c1ccccc1)c1ccccc1;986;4.1723626;6.231367804;Dopamine D3 receptor
CCCCOc1c(O)ccc2C[C@@H]3N(CCc4cc(OCCC)c(O)cc34)Cc12;1045;3.6177453;5.372695332;Dopamine D3 receptor
COc1ccc(cc1)[C@@H]1C[C@H]1NCCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1;1090;3.556347;4.914454685;Dopamine D3 receptor
CCC1(CC)CC(CCO1)(OCCCNCc1cccc(Cl)c1Cl)c1ccccn1;1180;5.9215146;4.955343851;Dopamine D3 receptor
Cc1ccnc(c1)N1CCN(CCCc2nc3ccccc3s2)CC1;1320;6.0653125;5.489722943;Dopamine D3 receptor
Clc1ccc2sc(CCCN3CCN(CC3)c3ccccn3)nc2c1;1550;5.6226896;5.438963979;Dopamine D3 receptor
C(CN1CCN(CC1)c1ncccn1)Cc1nc2ccccc2s1;1650;5.1159148;5.010332728;Dopamine D3 receptor
CCCOc1cc2CCN3Cc4c(C[C@H]3c2cc1O)ccc(O)c4OCC;1852;3.3615876;5.88521987;Dopamine D3 receptor
CCCCCCOc1c(O)ccc2C[C@@H]3N(CCc4cc(OCCC)c(O)cc34)Cc12;2131;1.5003912;5.514397439;Dopamine D3 receptor
CN(C)C(=O)C(CCN1CCN(CC1)c1cccc(n1)C(F)(F)F)(c1ccccc1)c1ccccc1;2300;3.5694882;6.01211728;Dopamine D3 receptor
CN(C)C(=O)C(CCN[C@@H]1C[C@H]1c1ccc(F)cc1)(c1ccccc1)c1ccccc1;2330;3.691898;4.750193038;Dopamine D3 receptor
CCCOc1cc2CCN3Cc4c(C[C@H]3c2cc1O)ccc(O)c4OCCC;2618;3.5903283;5.865480273;Dopamine D3 receptor
CN(C)C(=O)C(CCN1C[C@H](O)C[C@H]1CN1CCN(CC1)c1cccc(n1)C(F)(F)F)(c1ccccc1)c1ccccc1;2700;3.2779236;6.238417661;Dopamine D3 receptor
CCC1(CC)CC(CCO1)(OCCCNCc1cccc(n1)C(F)(F)F)c1ccccn1;2700;6.8166945;5.054041836;Dopamine D3 receptor
CN(C)C(=O)C(CCN(CCO)[C@@H]1C[C@H]1c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1;3260;2.8920008;4.88484529;Dopamine D3 receptor
COc1ccc(nc1)C1CCN(CCCc2nc3ccccc3s2)CC1;4860;5.38056;6.07627097;Dopamine D3 receptor
COc1ccsc1CNCC[C@]1(CCOC2(CCCC2)C1)c1ccccn1;6860;5.2797888;5.184464174;Dopamine D3 receptor
COc1ccc2nc(CCCN3CCC(CC3)c3ccccn3)sc2c1;7200;5.4469216;5.212663598;Dopamine D3 receptor
Cc1ccc2nc(CCCN3CCC(CC3)c3ccccn3)sc2c1;11800;5.8383292;5.261307605;Dopamine D3 receptor
CCc1ccnc(C2CCN(CCCc3nc4ccccc4s3)CC2)c1;16700;5.3139936;6.043136647;Dopamine D3 receptor
Cc1cccc2nc(CCCN3CCC(c4ccccn4)CC3)sc12;37124;5.6945502;6.401974322;Dopamine D3 receptor
Fc1cncc(CNCC[C@]2(CCOC3(CCCC3)C2)c2ccccn2)c1;85100;4.575045;5.351545764;Dopamine D3 receptor
Cc1ccc2nc(CCCN3CCN(CC3)c3ccccn3)sc2c1;201000;4.811478;5.487607986;Dopamine D3 receptor
CN(C)c(cc1)ccc1Oc1c(-c2n[o]c(C(N[C@H](CC3)CC[N@@H+]3C(CC3)CCC33OCCO3)=O)c2)c(O)cc(O)c1;0.043;7.3253325;6.128439905;HSP90alpha
CN(C)c(cc1)ccc1Oc1c(-c2cc(C(N[C@H](CC3)CC[N@@H+]3C(CC3)CCC33OCCO3)=O)n[o]2)c(O)cc(O)c1;0.057;7.5245842;6.188363682;HSP90alpha
CN(C)c(cc1)ccc1Oc1c(-c2cc(C(N[C@H](CC3)CC[N@@H+]3C(CC3)CCC3(F)F)=O)n[o]2)c(O)cc(O)c1;0.057;6.9355791;6.074156014;HSP90alpha
CN(C)c(cc1)ccc1Oc1c(-c2n[o]c(C(N[C@H]3CC[N@@H+](C)CC3)=O)c2)c(O)cc(O)c1;0.066;6.1876949;6.294816509;HSP90alpha
CN(C)c(cc1)ccc1Oc1c(-c2cc(C(N[C@H](CC3)CC[N@@H+]3C(CC3)CCC33OCCCO3)=O)n[o]2)c(O)cc(O)c1;0.079;7.0926884;5.987442784;HSP90alpha
CC1(C)COC(CC2)(CCC2[N@H+](CC2)CC[C@@H]2NC(c2n[o]c(-c(c(O)cc(O)c3)c3Oc(cc3)ccc3N(C)C)c2)=O)OC1;0.08;7.155522;6.766451882;HSP90alpha
CN(C)c(cc1)ccc1Oc1c(-c2cc(C(N[C@H](CC3)CC[N@@H+]3C3CCCCC3)=O)n[o]2)c(O)cc(O)c1;0.09;7.450534;6.334295704;HSP90alpha
CN(C)c(cc1)ccc1Oc1c(-c2cc(C(N[C@H]3CC[N@@H+](C)CC3)=O)n[o]2)c(O)cc(O)c1;0.12;6.5197278;6.230662819;HSP90alpha
CN(C)c(cc1)ccc1Oc1c(-c2cc(C(N[C@H]3CC[N@@H+](CC4CCCCC4)CC3)=O)n[o]2)c(O)cc(O)c1;0.188;6.3776091;6.074860999;HSP90alpha
CC(C)(CC#Cc1c[n](Cc2ncc(C)c(OC)c2C)c([N-]C(N)=N2)c1[C@@-]2Cl)O;0.2;7.5970862;6.50349225;HSP90alpha
CC(C)Nc(cc1)ccc1Oc1c(-c2cc(C(N[C@H]3CC[N@@H+](C)CC3)=O)n[o]2)c(O)cc(O)c1;0.218;6.9261735;6.091780654;HSP90alpha
C[N@H+](CC1)CC[C@H]1NC(c1cc(-c(c(O)cc(O)c2)c2Oc(cc2)ccc2[N+2](=O)=O)n[o]1)=O;0.24;5.73759;6.655769142;HSP90alpha
Cc(cc(C)c(C(NCCCCCNC(CCS1)=O)=O)c2)c2-c2cc1nc(N)n2;0.25;2.5116156;6.652244214;HSP90alpha
Oc1cc(Oc(cc2)ccc2[N+2](=O)=O)c(-c2cc(C(N[C@H](CC3)CC[N@@H+]3C3CCCCC3)=O)n[o]2)c(O)c1;0.3;7.12539;6.758697041;HSP90alpha
C[C@H](CSC1=N[C@@-](c(c2cccc(COC3)c2c3c2)c2Cl)N=C(N)[N-]1)C(N)=O;0.33;6.3269562;7.275451493;HSP90alpha
C[N@H+](CC1)CC[C@H]1NC(c1n[o]c(-c(c(O)cc(O)c2)c2Oc(cc2)ccc2[N+2](=O)=O)c1)=O;0.35;5.3764074;6.828490616;HSP90alpha
Cc(cc(C)c(C(NCCCCNC(CCS1)=O)=O)c2)c2-c2cc1nc(N)n2;0.38;1.850646;5.805556496;HSP90alpha
CN(C)c(cc1)ccc1Oc1c(-c2cc(C(N[C@H](CC3)CC[N@@H+]3C(CC3)CCC33OCCCCO3)=O)n[o]2)c(O)cc(O)c1;0.423;6.944535;6.647309314;HSP90alpha
CS(NCCSC1=N[C@@-](c(c2cccc(COC3)c2c3c2)c2Cl)N=C(N)[N-]1)(=O)=O;0.43;6.5532852;6.867264824;HSP90alpha
NC(OCCSC1=N[C@-](c(c2cccc(COC3)c2c3c2)c2Cl)N=C(N)[N-]1)=O;0.46;6.9118764;7.148554083;HSP90alpha
NC(CCCSC1=N[C@-](c(c2cccc(COC3)c2c3c2)c2Cl)N=C(N)[N-]1)=O;0.48;7.417562;6.848935199;HSP90alpha
Cc(cc(C)c(C(NCCCNC(CCS1)=O)=O)c2)c2-c2cc1nc(N)n2;0.52;2.5993128;7.444648039;HSP90alpha
NC([N-]1)=N[C@-](c(c2cccc(COC3)c2c3c2)c2Cl)N=C1SCCO;0.54;6.498144;7.019541716;HSP90alpha
CC(C)c(c(O)c1)cc(C(N(C2)Cc3c2cccc3)=O)c1O;0.54;5.3892453;6.392104524;HSP90alpha
CCc(c(O)c1)cc(C(N(C2)Cc3c2cccc3)=O)c1O;0.54;5.6996752;6.681148624;HSP90alpha
C[C@H](CSC1=N[C@@-](c(c2cccc(COC3)c2c3c2)c2Cl)N=C(N)[N-]1)C(N)=O;0.6;6.6882487;7.169703651;HSP90alpha
Cc(cc(C)c(C(NCCNC(CCCS1)=O)=O)c2)c2-c2cc1nc(N)n2;0.61;1.801749;7.022361659;HSP90alpha
Cc(cc(C)c(C(NCCCC(NCCS1)=O)=O)c2)c2-c2cc1nc(N)n2;0.65;2.1214912;6.436518617;HSP90alpha
NC(CCSC1=N[C@-](c(c2cccc(COC3)c2c3c2)c2Cl)N=C(N)[N-]1)=O;0.66;6.625641;6.909563961;HSP90alpha
CNC(CCSC1=N[C@-](c(c2cccc(COC3)c2c3c2)c2Cl)N=C(N)[N-]1)=O;0.66;6.4019012;7.028706529;HSP90alpha
Cc(cc(C)c(C(NCCOC(NCCS1)=O)=O)c2)c2-c2cc1nc(N)n2;0.7;2.6119152;6.525346804;HSP90alpha
CCc(c(O)c1)cc(C(N(C2)Cc3c2ccc(C[N@H+]2CC[N@H+](C)CC2)c3)=O)c1O;0.71;5.173542;6.779141623;HSP90alpha
CCNC(c1n[o]c(-c(c(O)cc(O)c2)c2Oc(cc2)ccc2[N+2](=O)=O)c1)=O;0.8;6.7584374;6.315966078;HSP90alpha
Oc1cc(Oc(cc2)ccc2[N+2](=O)=O)c(-c2cc(C(N[C@H](CC3)CC[N@@H+]3C(CC3)CCC3(F)F)=O)n[o]2)c(O)c1;0.8;6.6711938;6.65929407;HSP90alpha
Cc(cc(C)c(C(NCCNC(OCCS1)=O)=O)c2)c2-c2cc1nc(N)n2;0.8;2.2754518;7.599744873;HSP90alpha
C[C@@H](C[C@@H]([C@@H]([C@@H](C)/C=C(\C)/[C@@H]([C@H](CC/C=C(\C)/C(Nc(cc1)c2)=O)OC)OC(N)=O)O)OC)Cc2c1O;0.8;4.7288773;4.177039738;HSP90alpha
CC(NCCSC1=N[C@@-](c(c2cccc(COC3)c2c3c2)c2Cl)N=C(N)[N-]1)=O;0.82;7.1466498;7.35299991;HSP90alpha
CN(C)C(CSC([N-]c1c2c(C#N)c[nH]1)=N[C@-]2c(cc(c(OC)c1)OC)c1Cl)=O;1;6.7289904;5.0068078;HSP90alpha
C[C@H](C[C@H]1O[C@@H]1/C=C\C=C\C(Cc1c2c(O)cc(O)c1Cl)=O)OC2=O;1.2;4.7728062;5.565861389;HSP90alpha
NC([N-]1)=N[C@-](c(c2cccc(COC3)c2c3c2)c2Cl)N=C1SCCC(NCCO)=O;1.3;6.944252;7.00121209;HSP90alpha
NC(CSC1=N[C@-](c(c2cccc(COC3)c2c3c2)c2Cl)N=C(N)[N-]1)=O;1.3;6.4510992;7.141504227;HSP90alpha
Cc(cc(C)c(C(NCCCOc1cccc(S2)c1)=O)c1)c1-c1cc2nc(N)n1;1.3;4.292275;7.8041907;HSP90alpha
NC(NCCSC1=N[C@@-](c(c2cccc(COC3)c2c3c2)c2Cl)N=C(N)[N-]1)=O;1.4;7.193412;7.423498471;HSP90alpha
C[NH+](C)CCSC1=N[C@@-](c(c2cccc(COC3)c2c3c2)c2Cl)N=C(N)[N-]1;1.5;6.17839;6.961732896;HSP90alpha
CCNC(c1n[o]c(-c(cc(C(C)C)c(O)c2)c2O)c1NC(c(cc1)ccc1C([NH+]=C(N)N)=O)=O)=O;1.5;4.620253;7.113304802;HSP90alpha
NC([N-]1)=N[C@@-](c(c2cccc(COC3)c2c3c2)c2Cl)N=C1SC[C@@H](CN1)OC1=O;1.6;6.668214;7.529246312;HSP90alpha
CC(C)(CC(C)(F)F)NC(N(C1)Cc2c1c(-c(c(OCC[n]1ncc(F)c1)cc(Cl)c1)c1Cl)nc(N)n2)=O;1.7;4.10292;5.501707698;HSP90alpha
Cc1cnc(C[n]2c([N-]C(N)=N[C@-]3Cl)c3nc2)c(C)c1OC;1.7;6.3579648;5.962063302;HSP90alpha
NC([N-]1)=N[C@@-](c(c2cccc(COC3)c2c3c2)c2Cl)N=C1SC[C@H](CN1)OC1=O;1.8;6.4050628;7.691393002;HSP90alpha
CC(C(C(N1C2CCCC2)=O)=C(C)c2c1nc(Nc(cc1)ncc1N1CC[NH+](CC(NCOCCOCCNC(c3c[n](CCC#Cc4c[n](Cc5ncc(C)c(OC)c5C)c([N-]C(N)=N5)c4[C@-]5Cl)nn3)=O)=O)CC1)nc2)=O;1.9;3.4038528;6.011412294;HSP90alpha
CC(C)(CC(F)(F)F)NC(N(C1)Cc2c1c(-c(c(OCC[n]1ncc(F)c1)cc(Cl)c1)c1Cl)nc(N)n2)=O;2.1;6.2897731;6.123505006;HSP90alpha
CN(C)C(CCSC1=N[C@-](c(c2cccc(COC3)c2c3c2)c2Cl)N=C(N)[N-]1)=O;2.5;5.8654368;7.134454371;HSP90alpha
C[C@@H](C[C@@H]([C@@H]([C@@H](C)/C=C(\C)/[C@@H]([C@H](/C=C/C=C(\C)/C(Nc(cc1)c2)=O)OC)OC(N)=O)O)OC)Cc2c1O;2.5;1.1972304;3.970478954;HSP90alpha
C[C@H](C[C@@H]1O[C@@H]1/C=C/C=C\C(Cc1c2c(O)cc(O)c1Cl)=O)OC2=O;2.7;3.3244276;5.563746432;HSP90alpha
CC(C)(Cc1c2c(C)c[n]1-c(cc1CCN3)cc(C4CCOCC4)c1C3=O)CC2=O;3;7.6951436;8.685422712;HSP90alpha
Cc1c(CN(C)C(c(c(O)c2)cc(C(N3c4c(C)cccc4)=NNC3=O)c2O)=O)cccc1;3;5.4606717;7.120354658;HSP90alpha
CCCNC(c1ccc(CN(C)C(c(cc(C(C)C)c(O)c2)c2O)=O)cc1)=O;3.1;5.3075658;6.020577107;HSP90alpha
CC(C(C(N1C2CCCC2)=O)=C(C)c2c1nc(Nc(cc1)ncc1N1CC[NH+](CC(NCCOCCNC(c3c[n](CCC#Cc4c[n](Cc5ncc(C)c(OC)c5C)c([N-]C(N)=N5)c4[C@@-]5Cl)nn3)=O)=O)CC1)nc2)=O;3.1;2.8549643;6.234892733;HSP90alpha
CC(C)[N@H+](CC1)CC[C@@H]1NC(c1n[o]c(-c(c(O)cc(O)c2)c2Oc(cc2)ccc2[N+2](=O)=O)c1)=O;3.2;6.9605026;6.776321681;HSP90alpha
CC(C)(C1(C2)CC2C1)NC(N(C1)Cc2c1c(-c(c(OCC[n]1ncc(F)c1)cc(Cl)c1)c1Cl)nc(N)n2)=O;3.3;5.505936;6.646604329;HSP90alpha
CSC1=N[C@-](c(c2cccc(COC3)c2c3c2)c2Cl)N=C(N)[N-]1;3.4;5.929375;7.247252068;HSP90alpha
CSC1=N[C@@-](c2c(cc(cc3COC4)Cl)c3c4cc2)N=C(N)[N-]1;3.4;5.8760286;6.835540472;HSP90alpha
CC(C(C(N1C2CCCC2)=O)=C(C)c2c1nc(Nc(cc1)ncc1N1CC[NH+](CC(NCc3c[n](CCC#Cc4c[n](Cc5ncc(C)c(OC)c5C)c([N-]C(N)=N5)c4[C@@-]5Cl)nn3)=O)CC1)nc2)=O;3.6;3.7439016;6.469652941;HSP90alpha
Cc1cccc(Cc(c2c3)n[nH]c2cc(O)c3C(N(C)c(cc2)ccc2N2CC[NH+](C)CC2)=O)c1;3.6;6.768075;7.190853219;HSP90alpha
Cc(cccc1)c1N(C(c(cc(C(N(C)Cc(cccc1)c1OC)=O)c(O)c1)c1O)=NN1)C1=O;3.8;5.7047809;6.815800875;HSP90alpha
Cc(cccc1)c1N(C(c(c(O)c1)cc(C(N(C)Cc2ccc[s]2)=O)c1O)=NN1)C1=O;3.8;4.8332426;6.034676819;HSP90alpha
CC(C)(Cc1c2c(C(F)(F)F)n[n]1-c(cc1)cc(N[C@H](CC3)CC[C@@H]3O)c1C(N)=O)CC2=O;4;7.7904;7.444648039;HSP90alpha
CC(N[C@@H](CSC1=N[C@@-](c(c2cccc(COC3)c2c3c2)c2Cl)N=C(N)[N-]1)C(N)=O)=O;4.4;6.2425485;7.240202212;HSP90alpha
C[C@@H](C[C@@H]([C@@H]([C@@H](C)/C=C(\C)/[C@@H]([C@H](/C=C/C=C(\C)/C(Nc(cc1O)c2O)=O)OC)OC(N)=O)O)OC)Cc2c1/N=C/C=C;4.6;2.35025;4.764292751;HSP90alpha
CC(C(C(N1C2CCCC2)=O)=C(C)c2c1nc(Nc(cc1)ncc1N(CC1)CCN1C(c1c[n](CCC#Cc3c[n](Cc4ncc(C)c(OC)c4C)c([N-]C(N)=N4)c3[C@@-]4Cl)nn1)=O)nc2)=O;4.6;4.789764;6.333590718;HSP90alpha
Cc1cccc(Cc(c2c3)n[nH]c2cc(O)c3C(N(C)c(cc2)ccc2N2CC[NH2+]CC2)=O)c1;4.6;5.3268888;6.256042301;HSP90alpha
Nc1nc(-c(cc(c(Cl)c2)OCC[NH+]3CCOCC3)c2Cl)cc(Cl)n1;4.8;5.2794094;6.31878602;HSP90alpha
CC(C)(Cc1c2c(C)c[n]1-c(cc1CCN3)cc(C4CCCC4)c1C3=O)CC2=O;5;7.413904;8.41752818;HSP90alpha
C[C@@H](C[C@@H]([C@@H]([C@@H](C)/C=C(\C)/[C@@H]([C@H](CC/C=C(\C)/C(N1)=O)OC)OC(N)=O)O)OC)Cc2cccc1c2;5.4;5.1490896;4.970148549;HSP90alpha
CCCc(c1c2)n[nH]c1cc(O)c2C(N(C)c(cc1)ccc1N1CCOCC1)=O;5.4;3.3578701;5.290212015;HSP90alpha
Cc1cccc(CN(C)C(c(c(O)c2)cc(C(N3c4c(C)cccc4)=NNC3=O)c2O)=O)c1;5.5;5.7619182;7.212002788;HSP90alpha
Cc(cc(c(C(NCCCOc1cccc(S2)c1)=O)c1)OC)c1-c1cc2nc(N)n1;5.8;2.010008;6.334295704;HSP90alpha
CC[C@H](C)c(c1c2)n[nH]c1cc(O)c2C(N(C)c(cc1)ccc1N1CCOCC1)=O;5.8;6.3893334;5.743517763;HSP90alpha
CC(C)(Cc1c2c(C)c[n]1-c(cc1CCN3)cc(C4CCCCC4)c1C3=O)CC2=O;6;7.6200782;8.685422712;HSP90alpha
Nc1nc(CN(C2)C(NC3(C4)CC4C3)=O)c2c(-c(c(OCC[n]2nccc2)cc(Cl)c2)c2Cl)n1;6;5.2428768;6.63673453;HSP90alpha
Cc(cc(C)c(C(NCCCCCOc1cccc(S2)c1)=O)c1)c1-c1cc2nc(N)n1;6.2;4.605468;7.994536814;HSP90alpha
COc(c(Cl)c1)cc(-c2cc(Cl)nc(N)n2)c1Cl;6.3;5.979762;5.477738188;HSP90alpha
CCOc(cc1)ccc1-c1c(-c(c(O)c2)cc(Cl)c2O)nn[s]1;6.3;6.1449344;5.79850664;HSP90alpha
CC(C)(CC(C)(F)F)NC(N(C1)Cc2c1c(-c(c(OCC[n]1nccc1)cc(Cl)c1)c1Cl)nc(N)n2)=O;6.6;5.8715194;7.037166356;HSP90alpha
CCCCc(c1c2)n[nH]c1cc(O)c2C(N(C)c(cc1)ccc1N1CCOCC1)=O;6.6;7.2716826;6.414664063;HSP90alpha
CC(C(C(N1C2CCCC2)=O)=C(C)c2c1nc(Nc(cc1)ncc1N1CC[NH+](CC(NCCNC(c3c[n](CCC#Cc4c[n](Cc5ncc(C)c(OC)c5C)c([N-]C(N)=N5)c4[C@@-]5Cl)nn3)=O)=O)CC1)nc2)=O;6.8;3.68874;6.701593206;HSP90alpha
Nc1nc(CN(C2)C(NC3CCC3)=O)c2c(-c(c(OCCCC(F)(F)F)cc(Cl)c2)c2Cl)n1;7;5.7965328;6.155934344;HSP90alpha
Nc1nc(CN(C2)C(NC3CCC3)=O)c2c(-c(c(OCCc2ccccc2)cc(Cl)c2)c2Cl)n1;7;4.564353;6.511952077;HSP90alpha
Nc1nc(CN(C2)C(NC3CCC3)=O)c2c(-c(c(OCC[n]2nccc2)cc(Cl)c2)c2Cl)n1;7;7.0232648;6.089665697;HSP90alpha
Nc1nc(CN(C2)C(NCC(F)(F)F)=O)c2c(-c(c(OCC[n]2nccc2)cc(Cl)c2)c2Cl)n1;7;6.2249925;6.256042301;HSP90alpha
CC(C)(C1(C2)CC2C1)NC(N(C1)Cc2c1c(-c(c(OCC[n]1nccc1)cc(Cl)c1)c1Cl)nc(N)n2)=O;7.3;4.7427784;6.08120587;HSP90alpha
Cc(cc(C)c(C(NCCCCOc1cccc(S2)c1)=O)c1)c1-c1cc2nc(N)n1;7.4;3.147078;6.421713919;HSP90alpha
CN(C(c(cc(c(CC1CCCC1)n[nH]1)c1c1)c1O)=O)c(cc1)ccc1N1CCOCC1;7.8;7.4005;6.743187357;HSP90alpha
