SMILES;CNN_VS;Vina pKi;Target protein
CN(c1ccc2c(c1)nc(NC(=O)C1(c3cc(F)ccc3F)CC1)n2C)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1;2.8701619;7.381199334;HSP90alpha
CC(=O)OC[C@]1(C)[C@@H](OC(C)=O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC=C2[C@H]3[C@](C(=O)NC(C)CO)(CC[C@@H](C)[C@@]3(C)O)CC[C@]21C;3.2199588;5.900729554;HSP90alpha
CCN(C(=O)Oc1ccc(F)cc1)[C@@H]1CN(C(=O)C2CCN(c3ccc(C(N)=O)cn3)CC2)C[C@H]1c1ccc(Cl)c(Cl)c1;2.3256686;6.97724258;HSP90alpha
CCCc1nccc2sc(c3c(C)nc(N[C@H](C)c4ccc(OC(F)(F)F)cc4)nc3N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)nc12;6.8780582;6.093895611;HSP90alpha
COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1OC(F)(F)F)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)c(Cl)c2)C1=O;5.5088921;6.60148525;HSP90alpha
C=C(C)[C@@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12;3.4810794;5.674429173;HSP90alpha
COc1cc(OCc2csc(C3(O)CCC(C(=O)N4CCCC4)CC3)n2)c2cc(c3cn4nc(OC)sc4n3)oc2c1;4.6865214;7.522196456;HSP90alpha
COc1ccc(S(=O)(=O)Nc2ccc3c(c2)CC(=O)N([C@@H](C)CO)C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2)O3)cc1;3.004209;5.38256513;HSP90alpha
O=C(COc1cccc2[nH]cc(S(=O)(=O)c3ccc(Cl)cc3Cl)c12)NS(=O)(=O)c1cc(Cl)c(Cl)s1;2.5277722;6.523231847;HSP90alpha
O=C(NS(=O)(=O)c1cccc([N+](=O)[O-])c1)[C@H](Cc1ccccc1)N1C(=O)N[C@@H](Cc2ccc(c3ccc(Cl)cc3)cc2)C1=O;5.244993;6.552841243;HSP90alpha
COC(=O)c1cccc(CN2C(=O)N(Cc3cccc(c4cc[nH]n4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1;3.6257364;5.70544854;HSP90alpha
CC(C)(C)OC(=O)C1=C(COC(=O)OC(Cl)C(Cl)(Cl)Cl)CS[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N12;3.6501426;5.507347583;HSP90alpha
COC(=O)C1=C(OC(=O)/C=C/c2ccc(Cl)cc2)C(C(=O)OC)[C@]2(O)[C@@H](C(=O)OC)[C@H]1C[C@@H](c1ccccc1)[C@@H]2C(=O)OC;1.1982848;5.187284116;HSP90alpha
O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1cccc(c2cn(c3ccccc3)nn2)c1;3.4955393;7.303650917;HSP90alpha
COC(=O)[C@@]12C[C@@H](CC(=O)NCc3cccc(C(F)(F)F)c3)C(=O)N(CCc3ccc(OC)c(OC)c3)C1=CCC(C)(C)C2;5.2167726;6.426648818;HSP90alpha
COc1ccc2[nH]c3c(c2c1)CCN1C(=O)C(CC(=O)NCc2ccco2)C[C@H](C(=O)N2CCCCC2)[C@@]31CCc1ccccc1;0.9372168;6.50983712;HSP90alpha
COC(=O)N1CCN(c2ccc(Nc3nc(Nc4ccc(N5CCN(C(C)=O)CC5)cc4OC)ncc3Cl)c(OC)c2)CC1;7.156996;5.874645086;HSP90alpha
CSc1ccc(S(=O)(=O)C[C@@H]2C[C@H](NS(C)(=O)=O)CC[C@@H]2NC(=O)CNC(=O)c2cccc(C(F)(F)F)c2)cc1;2.4853449;6.343460516;HSP90alpha
CNC(=O)c1cccc(S(=O)(=O)Oc2ccc(c3cncn3C3CCN(C(=O)c4ccc(S(C)(=O)=O)cc4)CC3)cc2)c1;2.8550164;7.183803363;HSP90alpha
C=C1[C@@H]([C@@]2(C)C=CC(=O)C(C)(C)[C@@H]2CC(=O)OC)[C@@H](OC(C)=O)[C@H](OC(=O)C(C)C)[C@@]2(C)[C@H](C3=CC(O)OC3=O)C[C@H]3O[C@]132;2.6279708;4.557026981;HSP90alpha
CCOC(=O)CNC(=O)Cc1coc2cc(Cl)c(C(=O)Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc43)cc12;5.853351;6.652949199;HSP90alpha
Cc1cccc(OCC(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N2CSC(C)(C)[C@H]2C(=O)N[C@H]2c3ccccc3C[C@H]2O)c1;4.741548;6.568350926;HSP90alpha
CC(C)(C)NC(=O)C(c1c(C(=O)[O-])[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(OCc2ccc(Br)cc2)cc1;7.4722795;5.779472029;HSP90alpha
COc1cc([C@@H]2c3cc4c(cc3[C@@H](n3cc(COc5ccc(/C=C/C(C)=O)cc5)nn3)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O;3.3439278;6.672688796;HSP90alpha
Cc1cc(SC2=C([O-])OC(CCc3ccc(O)cc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1OS(=O)(=O)Cn1ccnc1;8.203833;6.953978054;HSP90alpha
CCOC(=O)c1c(N)n(/N=C(\C)c2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc2)c(=O)c(C#N)c1c1cccc([N+](=O)[O-])c1;1.7078166;5.572206259;HSP90alpha
CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3OC(=O)c1ccco1;2.9960795;5.438963979;HSP90alpha
O=C1NC(=O)N(CCC2CCN(C(=O)c3ccccc3)CC2)C1Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1;5.9470065;7.197903075;HSP90alpha
CNC(=O)c1c2cc(C3CC3)c(N(CCCNC(=O)c3ccccc3)S(C)(=O)=O)cc2nn1c1ccc(Br)cc1;1.390025;5.835165892;HSP90alpha
CCCCc1nn(c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(c2ccccc2S(=O)(=O)NC(=O)C2CC2(F)F)cc1;3.8057836;6.456258214;HSP90alpha
CC(=O)O[C@H]1O[C@@H](Sc2nc(N)c(C#N)c(c3ccc4ccccc4c3)c2C#N)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O;2.9804939;6.064991201;HSP90alpha
CNC(=O)c1c2cc(c3ccc4c(n3)-c3cc5c(F)cccc5n3CC4)c(N(C)S(C)(=O)=O)cc2oc1c1ccc(F)nc1;1.6314612;7.056905953;HSP90alpha
Cc1ccccc1S(=O)(=O)NC(=O)c1ccc(Nc2nc(NC3(c4ccc(Cl)cc4)CC3)nc(OCC(F)(F)F)n2)cc1;2.9172306;8.234231922;HSP90alpha
COc1ccc(NC(=O)Cn2c(=O)n(Cc3ccc(C(=O)NCc4ccccc4Cl)cc3)c(=O)c3ccccc32)cc1OC;5.204423;6.891939321;HSP90alpha
CNC(=O)c1c2cc(c3ccc4c(n3)-c3cc5c(F)cccc5n3CC4)c(N(C)S(C)(=O)=O)cc2nn1c1ccc(F)cc1;1.7674432;6.518296948;HSP90alpha
COC(=O)/C(C)=C1\C(=O)[C@H](O)[C@]2(C)C3=C(C[C@@H]4[C@]5(OC(=O)C(C)=C5C[C@H]5[C@](O)(COC(=O)/C=C(\C)CO)[C@H]6C[C@H]6[C@]45C)[C@H]31)[C@H]1C[C@H]12;0.7814807;4.667004736;HSP90alpha
CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc(C(=O)NO)cc1)B1O[C@@H]2[C@@H]3C[C@H](C[C@]2(C)O1)C3(C)C;4.099865;#NUM!;HSP90alpha
CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CC(O)CC(O)CC(=O)[O-])[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](OC(C)=O)CC[C@@]12C;1.7057588;4.898240016;HSP90alpha
CNC(=O)c1c2cc(c3cnc4nc[nH]c(=O)c4n3)c(N(C)S(C)(=O)=O)cc2oc1c1ccc(F)cc1;3.8455091;6.378709797;HSP90alpha
COc1cccc(N(C(=O)c2snc(C(N)=O)c2N)C(C(=O)NCC2CCCO2)c2ccc(F)cc2)c1;6.0317856;4.853120937;HSP90alpha
O=C(NCc1ccccc1)c1onc(CS(=O)(=O)c2ccc(Cl)cc2)c1C(=O)NCc1ccccc1;4.77195;6.728382659;HSP90alpha
[NH3+][C@H]1CC[C@H](Cn2nc(c3ccc(N4CC[NH2+]CC4)cc3)c3cnc(NCCCc4ccccc4)nc32)CC1;7.4354182;6.79888122;HSP90alpha
CN(C(=O)c1cccc(NC(=O)Cc2ccc(NC(=O)C3CCN(C(=O)C4CC4)CC3)cc2)c1)C1CCCC1;4.3868055;6.298341437;HSP90alpha
CCOc1ccc(n2c(SCC(=O)Nc3ccc4c(c3)OCCO4)nc3c([nH]c4ccccc43)c2=O)cc1;4.9100224;6.997687162;HSP90alpha
N#Cc1cccc(C2(O)CCN(C(=O)c3ccc(NS(=O)(=O)c4cccc5cccnc45)cc3)CC2)c1;2.1123611;6.762221969;HSP90alpha
COc1cc([C@@H]2c3cc4c(cc3[C@](O)([C@H](O)C3CC=CCC3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC;4.8195444;5.469983346;HSP90alpha
COc1cc([C@H]2c3cc4c(cc3[C@@H](Nc3ccc5c(c3)OCO5)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O;5.023728;6.612060034;HSP90alpha
CC(C)(NC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccno1)C(=O)N1CCC2(C=Cc3ccccc32)CC1;3.437575;7.691393002;HSP90alpha
N#CNC(=O)C(Cc1ccccc1)N1C(=O)/C(=C\c2ccc(c3ccc(Cl)c(Cl)c3)o2)NC1=S;3.195712;6.924368659;HSP90alpha
CN(C)C(=O)[C@@H]1CCCN1c1ccc(c2nc(C3(c4ccc(c5cnc(N)nc5)nc4)CCC3)no2)cn1;2.6019117;7.039986299;HSP90alpha
CN(C)S(=O)(=O)c1ccc(NC(=S)N2CCC(C(O)(c3ccccc3)c3ccccn3)CC2)cc1;3.0358872;6.415369049;HSP90alpha
O=C1CSc2ccc(C(=O)Nc3cccc(S(=O)(=O)Nc4ccc(Br)cc4)c3)cc2N1;5.778622;5.957128402;HSP90alpha
CC(C)(O)[C@H](F)CNC(=O)c1cnc(n2ncc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)F)c1;6.2114743;6.062171258;HSP90alpha
CCOC(=O)CNS(=O)(=O)c1cc(c2nnc(Nc3ccc4c(c3)OCO4)c3ccccc32)ccc1C;2.50194;6.871494738;HSP90alpha
O=C(NCc1ccncn1)c1cc(NC(=O)c2cc(c3ncccc3F)ccc2Cl)n(c2ccccc2)n1;1.8532764;7.761891563;HSP90alpha
O=C(N[C@H]1c2ccccc2C[C@H]1NC(=O)c1ccc2c(Cl)c[nH]c2c1)c1ccc(n2ccccc2=O)cc1;2.6341511;6.726972688;HSP90alpha
COc1ccc(NC(=O)CNC(=O)c2nn(c3ccc(OC)cc3OC)c(=O)c3ccccc23)c(OC)c1;5.0809248;6.542971444;HSP90alpha
O=C(CSc1nnc(c2ccncc2)o1)N/N=C/c1cc(Br)cc(Br)c1O;4.991055;5.823181136;HSP90alpha
CCCS(=O)(=O)Nc1ccc(F)c(S(=O)(=O)c2n[nH]c3ncc(c4ccc(Cl)cc4)cc23)c1F;6.3929327;7.056905953;HSP90alpha
O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1F)N1CCC(O)(Cc2ccccc2)CC1;3.0219134;6.59020548;HSP90alpha
CCC(C)(C)NC(=O)[C@@H](c1ccn(C)c1)N(C(=O)Cn1nnc2ccccc21)c1ccc(NC(C)=O)cc1;7.45166;5.493952857;HSP90alpha
CN(C)S(=O)(=O)c1ccc(NC(=S)N2CCC(C(O)(c3ccccc3)c3cccnc3)CC2)cc1;4.1320848;5.742107791;HSP90alpha
Cn1cc([C@@H](NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2ccc(C#N)c(Cl)c2)cn1;6.8187952;6.670573839;HSP90alpha
Cc1cc2c(cc(C(=O)N[C@H](CO)c3ccc(S(=O)(=O)CC(=O)OC(C)C)cc3)n2C)c(Cl)c1F;2.689247;5.953603474;HSP90alpha
O=C(NN1C(=O)CSC1c1ccccc1)c1ccc(C(=O)NN2C(=O)CSC2c2ccccc2)cc1;1.7900395;6.096715553;HSP90alpha
CC(C)(C)OC(=O)NCCCCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;3.353652;5.535547008;HSP90alpha
O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CCc4c(cccc4C(F)(F)F)O3)CC2)nn1;1.7584712;7.038576328;HSP90alpha
Cc1cccnc1c1cccc(NC(=O)[C@@H]2C[C@H]3C[C@H]3N2C(=O)Cn2nc(C(N)=O)c3ccncc32)c1F;7.3568852;7.254301924;HSP90alpha
CC(C)(OCc1cc(F)cc(c2cc(NC(=O)[C@@H]3CNC(=O)C3)nn2c2ccc(F)cc2)c1)C(F)(F)F;3.415887;7.020246702;HSP90alpha
COCCNc1ncc(COc2cc(/C=C3\Sc4ncccc4C3=O)c(Br)cc2O)cn1;6.449348;6.263797143;HSP90alpha
Nc1ccccc1NC(=O)c1ccc(CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccccn2)cc1;5.6618494;7.071005666;HSP90alpha
COc1ccc(C(c2c(O)c3ccc4ccccc4c3oc2=O)c2c(N)n(C)c(=O)n(C)c2=O)cc1OC;1.5135784;6.514067034;HSP90alpha
O=C(Cc1cccc2ccccc12)NCCNC(=O)C1(NC(=O)c2ccc(C(F)(F)F)nc2)CCCCC1;3.9542611;7.973387246;HSP90alpha
CC(Nc1ncc(F)c(N2C(=O)OC[C@@H]2[C@@H](C)O)n1)c1nc(c2ccc(Cl)c(OC(F)(F)F)c2)no1;6.9561306;6.473177869;HSP90alpha
COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccnc2)cc(C(=O)N2CCOCC2)c1;6.7593141;7.465797607;HSP90alpha
C=CC(=O)Nc1cccc(n2cnc3cnc(Nc4ccc(N5CCN(S(C)(=O)=O)C(C)C5)cc4)nc32)c1;2.8703465;6.04736656;HSP90alpha
COC[C@@H]1NC(=O)c2ccccc2OCCCCCCOC[C@@H](C(=O)NCc2ccccc2Cl)NC1=O;2.28811;6.799586206;HSP90alpha
CO[C@H](C(=O)N1Cc2[nH]nc(NC(=O)c3cc4c(c(OCc5ccccc5)c3)OCO4)c2C1)c1ccccc1;3.5129002;7.282501349;HSP90alpha
CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](/C=C1\CCCN(c2ccccc2)S1(=O)=O)Cc1ccccc1;2.1603708;7.113304802;HSP90alpha
Cc1cccc(NC(=O)CSCC(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2N2CCCC2)c1;5.7649914;6.568350926;HSP90alpha
COC(=O)c1c(Cc2ccc(C(=O)N[C@H]3CC[C@H](O)CC3)cc2)c(=O)c2cccnc2n1c1ccccc1;5.1822001;5.876055057;HSP90alpha
CC(C)(C)C(=O)OCC(NC(=S)NCc1ccc(NS(C)(=O)=O)cc1)c1ccc(C(C)(C)C)cc1;5.374116;5.64270482;HSP90alpha
CC(Nc1nccc(N2C(=O)OC[C@@H]2[C@@H](C)O)n1)c1nc(c2ccc(Cl)c(OC(F)(F)F)c2)no1;6.63052;6.516886976;HSP90alpha
CCN(CC)c1ccc(NC(=O)N2CCN(c3ccnc(Nc4ccc(N5CCOCC5)cc4)n3)CC2)cc1;3.051548;6.506312192;HSP90alpha
COc1ncc(c2ccc3nc(NC(=O)N4CCCC4)nn3c2)cc1NS(=O)(=O)c1ccc(F)cc1;4.06902;6.65929407;HSP90alpha
CC(C(=O)NCc1ccc(C(F)(F)F)nc1N1CCCCCCC1)c1ccc(NS(C)(=O)=O)c(F)c1;4.763079;6.708643062;HSP90alpha
O=C(c1cccc(NS(=O)(=O)c2ccc(Br)cc2)c1)N1CCN(c2ccccc2O)CC1;4.8491367;6.262387171;HSP90alpha
CC[C@@H](NC(=O)c1cc(C(=O)N[C@H](CC)c2cccc(S(C)(=O)=O)c2)n2c1COCC2)c1ccccc1;4.9800705;6.468947955;HSP90alpha
CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(S(=O)(=O)CC)CC2)c2ccccc12;3.7183072;5.991672697;HSP90alpha
CCCCC/C=C\C=C\C(=O)O[C@@H]1C(COC(C)=O)=C[C@@H]2C(=O)[C@]3(C=C(C)[C@H](O)[C@@]13O)[C@H](C)C[C@@H]1[C@H]2C1(C)C;2.5289472;5.743517763;HSP90alpha
CCNC(=S)NC[C@H]1O[C@@H](n2cc(Cc3ccc(C4CC4)cc3)c3c(Cl)cccc32)[C@H](O)[C@@H](O)[C@@H]1O;5.7493376;6.574695796;HSP90alpha
O=S(=O)(Nc1ccc(F)c(Nc2ncccc2c2ncnc3[nH]cnc32)c1F)c1cccc2c1OCCC2;7.2228377;7.310700773;HSP90alpha
COc1ccc(Br)cc1CNC(=O)c1cc(=O)[nH]c2ccc(S(=O)(=O)N3CCCCC3)cc12;4.642802;6.870789753;HSP90alpha
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCC(=O)N/N=C(\C)c2ccc(F)cc2)cc1;4.1027175;5.771717187;HSP90alpha
COCCNC(=O)c1ccc(N2CC3CC(C2)c2cccc(=O)n2C3)c(NC(=O)c2ccc(C(C)(C)C)cc2)c1;2.065158;7.204952932;HSP90alpha
Cc1ccc(C2(C)NC(=O)N(CC(=O)Nc3cc(S(=O)(=O)N4CCCCC4)ccc3OC(C)C)C2=O)cc1;4.0499216;6.745302314;HSP90alpha
O=C(NCCNS(=O)(=O)c1ccc(Cl)cc1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F;2.6452216;6.784076523;HSP90alpha
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(c4ccc(N5CCCC5)nc4)cc23)c1F;6.5389165;6.537331559;HSP90alpha
CNC(=O)Nc1ccc2c(c1)CC[C@]21OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O;3.7707372;6.612060034;HSP90alpha
CC1(C)CNC(=O)c2sc(Nc3ccc(I)cc3F)c(C(=O)NOCCO)c2C1;2.9622444;5.403009713;HSP90alpha
N#CC1(NC(=O)[C@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)NC(=O)c2cnn(c3ccc(F)nc3)n2)CC1;2.1873245;6.831310558;HSP90alpha
CCOc1ccc(CCNC(=O)c2cc(=O)[nH]c3ccc(S(=O)(=O)N4CCCCC4)cc23)cc1OCC;5.1304467;6.759402026;HSP90alpha
COc1cc2c(Oc3ccc(c4nc5ccccc5s4)cc3)ncnc2cc1OCCC[NH+]1CC[NH+](C)CC1;1.5617588;6.141129646;HSP90alpha
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)C(NC(C)=O)CC3(C)C)ncc1Cl;6.5116979;6.316671063;HSP90alpha
COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)C(=O)c1cn(Cc2cn(Cc3ccccc3)nn2)c2ccccc12;6.8177016;6.265207114;HSP90alpha
CC(=O)c1ccc(NC(=O)CSc2ccc3nnc(CCNS(=O)(=O)c4ccc(C)cc4)n3n2)cc1;3.6315944;6.924368659;HSP90alpha
CCN(CC)S(=O)(=O)c1cccc(C(=O)NC(Cc2c[nH]c3ccccc23)c2nnc3n2CCCCC3)c1;4.9438023;6.147474517;HSP90alpha
CC(C)(O)COc1ccc(C(N)=O)c(O[C@@H]2CCN(C(=O)Cc3ccc(OC(F)(F)F)cc3)C[C@H]2F)c1;6.6026127;6.272961955;HSP90alpha
COc1cccc(C2Oc3ccc(OC)cc3C(=NOC(C)c3cn(C(CO)Cc4ccccc4)nn3)C2O)c1;4.0565371;6.783371537;HSP90alpha
COc1ccc(C[C@H](NC(=O)c2cccc3ccccc23)C(=O)N[C@@H](C)C(=O)Nc2ccccc2OC)cc1;3.2855158;6.673393782;HSP90alpha
COC(=O)c1ccc2c(c1)[C@@H](NC(=O)CNC(=O)/C=C/C(F)(F)F)CCc1cc(OC)c(OC)c(OC)c1-2;2.6891655;6.495737408;HSP90alpha
C[NH+]1CC[NH+](Cc2ccc(NC(=O)Nc3ccc4ncnc(Nc5cccc(C(F)(F)F)c5)c4c3)cc2)CC1;3.964311;#NUM!;HSP90alpha
CC1CCC(Oc2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1;3.2756452;6.996277191;HSP90alpha
CNC(=O)[C@@H](NC(=O)c1ccc(c2cccc(CNC(=O)c3ccnc(C(F)(F)F)n3)c2)o1)C1CCOCC1;1.4074371;7.190853219;HSP90alpha
O=C(/C=C/c1ccc([N+](=O)[O-])s1)Nc1ccc(S(=O)(=O)Nc2nccnc2OCc2ccccc2)cc1;3.275064;5.254962735;HSP90alpha
O=C(Cc1ccccc1)Nc1nnc(OC[C@@H]2CCN(c3nnc(NC(=O)Cc4ccccc4)s3)C2)s1;6.8018819;6.671983811;HSP90alpha
COc1ccc(N[C@@H]2c3cc4c(cc3[C@@H](c3cc(OC)c(O)c(OC)c3)[C@H]3C(=O)OC[C@H]23)OCO4)cc1OC;2.0831776;6.911678918;HSP90alpha
CCOC(=O)N=S(=O)(CC)c1ccc(Nc2ncc(Br)c(N[C@@H](COC)[C@H](C)O)n2)cc1;3.996803;5.254257749;HSP90alpha
COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(N[C@@H]4CCOC[C@@H]4F)nc3c2)c2cnn(C)c2)cc1F;5.5085308;6.884184479;HSP90alpha
CCCCc1nc2ccn(Cc3ccc(N)cc3)c(=O)c2n1Cc1ccc(c2ccccc2C2=NN=NN2)cc1;6.4175942;6.969487738;HSP90alpha
CNc1nc2c(S(=O)(=O)Nc3ccc(C(=O)N4CCC(O)(CC(C)C)CC4)cc3)cc(Cl)cc2s1;4.0083996;6.258862243;HSP90alpha
COc1cc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC;3.1968078;6.005067424;HSP90alpha
COC(=O)C(C)NP(=O)(OCC1C=CC(n2cc(C)c(=O)[nH]c2=O)O1)Oc1cc(Cl)cc(Cl)c1;5.466452;6.08755074;HSP90alpha
O=C(Cn1c(Cl)cnc(NCC(F)(F)c2cccc[n+]2[O-])c1=O)NCc1ccccc1OC(F)(F)F;6.0876797;6.803111134;HSP90alpha
O=C(COc1ccc(C(=O)c2cc(Cl)ccc2Br)cc1)Nc1cncc(C(=O)NCC2CC2)c1;5.4365043;6.184838754;HSP90alpha
Cc1ccc(CCC(COC(=O)C(C)(C)C)NC(=S)NCc2ccc(NS(C)(=O)=O)c(F)c2)cc1C;3.8786248;5.993082668;HSP90alpha
CS(=O)(=O)NC(=O)COc1ccc2sc(CNc3nncc(c4c(Cl)cccc4Cl)n3)nc2c1;8.0276931;6.936353414;HSP90alpha
CC(C)[C@H](C(=O)NO)N(Cc1ccccc1)S(=O)(=O)c1ccc(OCCI)cc1;4.8155376;4.893305117;HSP90alpha
COC(=O)CC[C@H](NC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2)C(=O)OC;2.877726;6.887004422;HSP90alpha
CS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21;5.4449456;6.317376049;HSP90alpha
CN(C(=O)c1cccc(NC(=O)Cc2ccc(NC(=O)C3CCN(C(=O)C4CC4)CC3)cc2)c1)C1CCCCC1;4.726611;6.993457249;HSP90alpha
Cc1ccc(C[C@H](CNC(=S)N[C@H](C)c2ccc(NS(C)(=O)=O)cc2)COC(=O)C(C)(C)C)cc1C;4.7030865;5.57855113;HSP90alpha
CC/N=c1/cc2oc3cc(NCCC(=O)NC(CCC(=O)OC)C(=O)OC)c4ccccc4c3nc-2cc1C;3.5081904;5.45165372;HSP90alpha
CCCCC#Cc1nc(NCc2cccc(I)c2)c2ncn([C@H]3[C@H](O)[C@H](O)[C@@H]4C[C@@H]43)c2n1;5.287191;6.183428783;HSP90alpha
CCNS(=O)(=O)c1cnn2c(Nc3ccc(F)cc3C)c(C(=O)N3CCC(c4ccccc4)CC3)cnc12;4.1640012;7.020951687;HSP90alpha
CNC(=O)c1sc2c(C)cc(C)cc2c1c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1;6.5232875;6.86796981;HSP90alpha
O=S(=O)(NCCCNc1nccc(c2c(c3cccc(F)c3)nc3sccn32)n1)c1ccc(Cl)cc1;7.6481904;6.100945467;HSP90alpha
CC1(C(=O)N(CCCS(N)(=O)=O)Cc2ccc(Cl)cc2)CCN1C(=O)Cc1csc2ccccc12;3.8820246;6.34134556;HSP90alpha
Cc1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)s1;2.5455204;6.222202992;HSP90alpha
O=C(CC1SC(=O)NC1=O)Oc1ccc(/C=N/NC(=O)c2ccccc2O)cc1;5.2340176;6.117865121;HSP90alpha
CCCn1c(=O)c(C(=O)NNS(=O)(=O)c2ccc(C)cc2)c(O)c2ccccc21;5.459616;6.551431271;HSP90alpha
C[C@@H]1C[NH+](Cc2c[nH]nc2C2CC[NH2+]CC2)CCN1c1ccc(C(F)(F)F)cn1;4.4277381;#NUM!;HSP90alpha
NS(=O)(=O)c1ccc(NC(=O)CSc2nnc3c(n2)[nH]c2ccccc23)cc1;6.459269;6.832015544;HSP90alpha
C[NH+]1CCC([NH2+]CC2CCN(c3ncnc4scc(c5ccccc5)c34)CC2)CC1;4.3597904;#NUM!;HSP90alpha
C[NH+]1CC[NH+](CCNc2nc(Nc3ccc(Cl)c(F)c3)nc3ccccc23)CC1;4.12335;6.233482761;HSP90alpha
O=C1NCCc2c1ccc1[nH]cc(CCNC(=O)C3CCN(c4ncccn4)CC3)c21;3.6128645;7.783041132;HSP90alpha
NC1=[NH+]C(c2cccc(OCc3ccccc3)c2)N(c2cccc(Cl)c2)C(N)=[NH+]1;4.8107807;6.749532228;HSP90alpha
CC(C)(O)C#Cc1ccc2c(c1)-c1nc(C(N)=O)c(c3nc(C4CC4)n[nH]3)n1CCO2;5.216064;6.71216799;HSP90alpha
O=C(NO)[C@]1(NS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOC1;3.809322;6.315261092;HSP90alpha
Cc1cc(NS(=O)(=O)c2ccc3[nH]c(=O)c(=O)[nH]c3c2)ccc1Br;4.2501528;6.406204236;HSP90alpha
C[C@H]1C[C@H]([NH3+])CN1c1nc2c(c3ccc(F)cc3F)cc(C(=O)[O-])c(=O)n2cc1F;4.1794257;7.909938541;HSP90alpha
COc1c(N2CC[C@@H](C[NH3+])C2)c(F)cc2c1N(Cc1ccccc1)CC(C(=O)[O-])C2=O;4.4423775;6.454143257;HSP90alpha
