SMILES;CNN_VS;Vina pKi;Target protein
NC(=O)Cn1c2ccccc2c2ccnc(C[NH+](CCCC[NH3+])C3CCCc4cccnc43)c21;6.2794362;#NUM!;Tyrosine-protein kinase ABL2
CCOC(=O)C1=C(C)N=C(C)/C(=C(\O)OCC)C1C(=O)OCC(=O)NC1(C#N)CCCCC1;3.7749645;3.945099472;Tyrosine-protein kinase ABL2
CCC(=O)N1CCc2cc(S(=O)(=O)NC(C(=O)Nc3ccc(C(C)=O)cc3)C(C)C)ccc21;1.7251509;6.605010178;Tyrosine-protein kinase ABL2
CC[NH+](CC)CC1CCCC[NH+]1CC(=O)N1c2ccc(Cl)cc2C(=O)Nc2cccnc21;0.997674;#NUM!;Tyrosine-protein kinase ABL2
O=C(NO)[C@H]1CC(CC(=O)N2CCOCC2)CC[C@@H]1C(=O)N1CCN(c2ccccc2)CC1;1.114247;6.89687422;Tyrosine-protein kinase ABL2
CN(c1ccc(NS(=O)(=O)C2=CCCS2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1;2.916288;5.878875;Tyrosine-protein kinase ABL2
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OCc1ncc[nH]1;3.764031;6.48586761;Tyrosine-protein kinase ABL2
COc1ccc(/[NH+]=C2\S/C(=C\c3ccc(Cl)c([N+](=O)[O-])c3)C(=O)N2CC[NH+](C)C)cc1;1.0401083;5.226763311;Tyrosine-protein kinase ABL2
COc1cccc(CNC(=O)[C@@H](C)N2C(=O)N3CCc4c([nH]c5ccc(OC)cc45)C3(C)C2=O)c1;1.2442353;6.070631085;Tyrosine-protein kinase ABL2
C[NH+](C1CC[NH+](CCCc2c[nH]c3ccc(n4cnnc4)cc23)CC1)[C@H](CO)c1ccccc1;5.3568933;#NUM!;Tyrosine-protein kinase ABL2
Cc1cc(SCC(=O)OCC(=O)c2c(N)n(C)c(=O)n(C)c2=O)c(C)cc1Br;4.7743425;5.352250749;Tyrosine-protein kinase ABL2
COC1=C(Br)[C@@H](O)[C@]2(C=C1Br)CC(C(=O)NCCCOc1c(Br)cc(C/C(=N\O)C(=O)NCCc3c[nH]cn3)cc1Br)=NO2;2.2668672;6.21444815;Tyrosine-protein kinase ABL2
Cc1nccc(c2ccc(C[C@H](NC(=O)[C@@H]3Cc4cc5c(cc4CN3C(=O)C3Cc4ccccc4C3)O[C@@H](c3ccc(OCc4ccc(Cl)c(Cl)c4)cc3)CO5)C(=O)[O-])cc2)c1C;0.451418;5.558811533;Tyrosine-protein kinase ABL2
CC(=O)O[C@H]1C[C@@H]2[C@@](OC(=O)c3cccc(Cl)c3)([C@H](O)C[C@H]3[C@]4(C)C[C@@H](OC(C)=O)[C@H]([C@@](C)(O)C(=O)CCC(C)(C)OC(C)=O)[C@@]4(C)CC(=O)[C@@]23C)C(C)(C)[C@@H]1OC(C)=O;1.3104;4.447049226;Tyrosine-protein kinase ABL2
CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@]2(CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCC[NH+]1C(C)C)C1CCCCC1)C(C)(C)C)C(C)(C)C21CCC1)C(=O)NS(=O)(=O)N(C)C1CC1;0.617204;5.118195527;Tyrosine-protein kinase ABL2
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc([Si](C)(C)C(C)(C)C)cc2)cc1)C(C)C;1.0461852;4.023352875;Tyrosine-protein kinase ABL2
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)[O-])CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@H](NC(=O)c3ccc(C(C)(C)C)cc3)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C;1.0325698;5.359300605;Tyrosine-protein kinase ABL2
CC1=NN(C(=O)CC(=O)Nc2ccc(Cl)cc2)C(=O)C1/N=N\c1ccc(S(=O)(=O)c2ccc(/N=N/C3C(=O)N(C(=O)CC(=O)Nc4ccc(Cl)cc4)N=C3C)cc2)cc1;1.5093904;6.60148525;Tyrosine-protein kinase ABL2
CC(C)C[C@H]1C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)O[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)O[C@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)O[C@H](C)C(=O)N1C;0.533922;4.311691989;Tyrosine-protein kinase ABL2
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)[O-])CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@H](NC(=O)c3c(Cl)cccc3Cl)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C;2.8502649;3.654645401;Tyrosine-protein kinase ABL2
CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cc(c4cc(OC)cc([N+](=O)[O-])c4)nn3)C(=O)O[C@]12C;1.0829856;5.61873531;Tyrosine-protein kinase ABL2
Brc1ccc(C[N+]23CCC45c6ccccc6N6[C@H]4[C@H]4[C@@H](C[C@@H]52)C(=CCO[C@H]4N2c4ccccc4C45CC[N+]7(Cc8ccc(Br)cc8)CC8=CCO[C@@H]6[C@@H]([C@H]24)[C@H]8C[C@@H]57)C3)cc1;0.2059407;#NUM!;Tyrosine-protein kinase ABL2
C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OCCOc3ccc(c4cc(=O)c5ccc(OCCO[C@H]6O[C@H]7O[C@@]8(C)CC[C@H]9[C@H](C)CC[C@@H]([C@H]6C)[C@@]79OO8)cc5o4)cc3)O[C@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4;4.2145038;5.002577887;Tyrosine-protein kinase ABL2
Cc1ccc(S(=O)(=O)n2cc(c3cc(C(F)(F)F)c(C#N)c(c4cn(S(=O)(=O)c5ccc(C)cc5)c5cc(Br)ccc45)n3)c3ccc(Br)cc32)cc1;1.9729164;5.797801655;Tyrosine-protein kinase ABL2
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)C5(OC)CCC5)C(=O)N4C3)cc(c3nc(C4CC4)cs3)nc2c1C;0.5643032;5.1048008;Tyrosine-protein kinase ABL2
CN1C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCc2ccccc2)NC(=O)CN(CCCc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2cccnc2)NC(=O)[C@@H]1Cc1cscn1;1.2827655;5.435439051;Tyrosine-protein kinase ABL2
C=C(C)[C@@H]1CC[C@]2(C(=O)N3CC[NH+](CCCCC(=O)N4CCN(C(=O)/C=C/c5ccc6c(c5)OCO6)CC4)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)[O-])C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12;0.8103824;5.83869082;Tyrosine-protein kinase ABL2
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)COc2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C;1.094856;5.003282872;Tyrosine-protein kinase ABL2
COc1ccc(C(=O)O[C@H]2[C@H](O[C@H]3[C@@H](O)CO[C@@H](O[C@H]4C[C@H]5[C@@H]6CC=C7C[C@@H](O)CC[C@]7(C)[C@H]6CC[C@]5(C)[C@@]4(O)[C@H](C)C(=O)CCC(C)C)[C@@H]3OC(C)=O)OC[C@@H](O)[C@@H]2O)cc1;1.1639849;5.473508274;Tyrosine-protein kinase ABL2
COC(CC1OC(=O)CC(O)CCCC(=O)CC(C)c2coc(n2)-c2coc(n2)-c2coc(n2)/C=C/CC(OC)C1C)C(C)CCC(O)C(C)C(OC(C)=O)C(C)/C=C/N(C)C=O;0.8341143;6.356855243;Tyrosine-protein kinase ABL2
CCCCCCOC(=O)N[C@H]([C@@H](O)C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@H]3[C@](C)(C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)[C@@H](O)C[C@H]1OC[C@]13OC(C)=O)C(C)(C)C;1.24942;4.236963515;Tyrosine-protein kinase ABL2
C=C(C[n+]1ccc(N(C)C)cc1)[C@@H]1CC[C@]2(COC(=O)C[n+]3ccc(N(C)C)cc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)C[n+]6ccc(N(C)C)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12;0.429444;#NUM!;Tyrosine-protein kinase ABL2
CN(C)C(=O)C[n+]1ccc(c2nc(c3ccc(c4ccc(c5nc(c6cc[n+](CC(=O)N(C)C)cc6)c(C(F)(F)C(F)(F)F)o5)cc4)cc3)oc2C(F)(F)C(F)(F)F)cc1;1.2281304;4.892600132;Tyrosine-protein kinase ABL2
CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2C[C@@](C)(OC)[C@@H](OC(=O)CC(=O)OCc3ccccc3)[C@H](C)O2)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O;2.7850263;#NUM!;Tyrosine-protein kinase ABL2
Cc1cn([C@@H]2C=C[C@H](CO)O2)c(=O)n(CCCn2c(=O)c(C)cn([C@@H]3O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@]4(OS(=O)(=O)C=C4N)[C@H]3O[Si](C)(C)C(C)(C)C)c2=O)c1=O;1.1278448;5.479148159;Tyrosine-protein kinase ABL2
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)C)cc2)cc1)C(C)C;2.040444;4.186204551;Tyrosine-protein kinase ABL2
CCCc1ncc(C2Oc3cc(c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc(F)c3-c3cc4cc(c5cnc([C@@H]6C[C@H]7C[C@H]7N6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)ccc4n32)s1;1.5737052;5.238748066;Tyrosine-protein kinase ABL2
O=C1C(/C=C2/Sc3cc(I)ccc3N2CCCCS(=O)(=O)[O-])=C([O-])/C1=C\c1sc2cc(I)ccc2[n+]1CCCCS(=O)(=O)[O-];0.880426;4.674054593;Tyrosine-protein kinase ABL2
CC1(C)CCC(C[NH+]2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4ccc5[nH]cc(Cl)c5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1;2.6808681;6.618404904;Tyrosine-protein kinase ABL2
CCCc1ccc(C(=O)N[C@H]2C=C[C@]3(O[C@H]([C@@H](CC)C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]4O[C@@H]([C@@H](CC)C(=O)[O-])CC[C@@H]4C)[C@@H](C)C[C@H]3C)O[C@@]23CC[C@@](C)([C@H]2CC[C@](O)(CC)[C@H](C)O2)O3)cc1;1.324149;4.676874535;Tyrosine-protein kinase ABL2
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(OC(=O)c3ccccc3OC(=O)c3ccccc3O)c(OC)c2)ccc1OC(=O)c1ccccc1OC(=O)c1ccccc1O;2.8417336;6.494327437;Tyrosine-protein kinase ABL2
CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(COC(=O)Nc4ccc(Br)cc4)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@@H](C)C(=O)[O-])O3)O2)O1;4.6584027;5.033597254;Tyrosine-protein kinase ABL2
CC1(C)CC[C@]2(C(=O)N3CCC[C@H]3C(=O)OCCCCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]3(C)CC[C@H]3C(C)(C)C(=O)C(C#N)=C[C@]43C)[C@@H]2C1;1.0237;6.325130891;Tyrosine-protein kinase ABL2
O=C(CCCOc1ccc2nc(c3cn(c4ccc(O)c(F)c4)nn3)ccc2c1)NCCCCCNC(=S)Nc1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21;2.2441805;6.569760897;Tyrosine-protein kinase ABL2
COc1ccc(Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CC[NH+](CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3ccc4[nH]ccc4c3)cc2[N+](=O)[O-])cc1O;2.161597;6.545086401;Tyrosine-protein kinase ABL2
O=C(OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@@H]3[C@H]2[C@@]2(COC(=O)c4ccccc4)O[C@H]2[C@@H]3OC(=O)c2ccccc2)[C@H](O)[C@@H](OC(=O)c2ccccc2)[C@@H]1OC(=O)c1ccccc1)c1ccccc1;3.9057312;5.126655354;Tyrosine-protein kinase ABL2
OCCOc1cccc(C2=C3C=CC(=N3)C(c3cccc(OCCO)c3)=c3ccc([nH]3)=C(c3cccc(OCCO)c3)C3=NC(=C(c4cccc(OCCO)c4)c4ccc2[nH]4)C=C3)c1;0.534789;3.559472344;Tyrosine-protein kinase ABL2
CC1(C)CCC(C[NH+]2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCc5cncs5)c([N+](=O)[O-])c4)c(Oc4ccc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1;3.5822475;7.465797607;Tyrosine-protein kinase ABL2
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)[O-])CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@H](OC(=O)c3ccc(F)cc3)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C;2.1674952;4.387830435;Tyrosine-protein kinase ABL2
CN1c2cccc(n2)N(C)c2cccc(n2)N(C)c2cccc(n2)N(C)c2cccc(n2)N(C)c2cccc(n2)N(C)c2cccc(n2)N(C)c2cccc(n2)N(C)c2cccc1n2;1.7127747;5.388205015;Tyrosine-protein kinase ABL2
O=C1/C(=N\c2ccccc2N2C(=O)C3C4c5ccccc5C(c5ccccc54)C3C2=O)C=C(Nc2ccccc2N2C(=O)C3C4c5ccccc5C(c5ccccc54)C3C2=O)c2ccccc21;0.4696866;6.395629452;Tyrosine-protein kinase ABL2
C[C@H]1[C@H]2[C@H](C=C3[C@@H]4CC[C@H]5Cc6nc7c(nc6C[C@]5(C)[C@H]4C[C@@H](O)[C@@]32C)C[C@@H]2CC[C@H]3C4=C[C@@H]5O[C@]6(O[C@](C)(CO)C[C@H]6O)[C@@H](C)[C@]5(O)[C@@]4(C)[C@H](O)C[C@@H]3[C@@]2(C)C7)O[C@]12CCC(C)(C)O2;1.9621968;3.780132839;Tyrosine-protein kinase ABL2
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(c5ccc(C(=O)N6CCN(S(C)(=O)=O)CC6)nc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1;1.1530468;5.822476151;Tyrosine-protein kinase ABL2
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@]2(CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCC[NH+]1C(C)C)C1CCCCC1)C(C)(C)C)C(C)(C)C21CCC1)C(=O)NS(=O)(=O)N(CC)CC;0.66526;4.415324874;Tyrosine-protein kinase ABL2
CCOc1ccc(S(=O)(=O)NC(=O)CN(c2cccc3c2CCN3C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2cccc(OC)c2)S(=O)(=O)c2ccc(OC)cc2)cc1;1.5061441;4.459738967;Tyrosine-protein kinase ABL2
CCC[C@@H](c1ccccc1)[NH+]1Cc2cc3c(cc2C[C@H]1C(=O)N[C@@H](Cc1ccc(c2ccc(C#N)cc2)cc1)C(=O)[O-])OC[C@H](c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1)O3;0.741406;6.89052935;Tyrosine-protein kinase ABL2
COC1(Cc2ccccc2c2ccc(Cl)cc2)CCN(c2ccc(C(=O)NS(=O)(=O)c3cnc(OCC4(F)CCOCC4)c(Cl)c3)c(Oc3cnc4[nH]ccc4c3)c2)CC1;0.912456;6.430173746;Tyrosine-protein kinase ABL2
COc1ccccc1[P+](Cc1ccc(C(=O)c2ccc(C[P+](c3ccccc3OC)(c3ccccc3OC)c3ccccc3OC)cc2)cc1)(c1ccccc1OC)c1ccccc1OC;1.597671;#NUM!;Tyrosine-protein kinase ABL2
C[C@H]1[C@H]2[C@H](C[C@@H]3[C@@H]4CC[C@H]5Cc6nc7c(nc6C[C@]5(C)[C@H]4C[C@@H](O)[C@]23C)C[C@@H]2C[C@H](O)[C@H]3C4=C[C@@H]5O[C@]6(CC[C@@](C)(CO)O6)[C@@H](C)[C@]5(O)[C@@]4(C)[C@H](O)C[C@@H]3[C@@]2(C)C7)O[C@]12CCC(C)(C)O2;2.21712;4.076226796;Tyrosine-protein kinase ABL2
CC(C)C[C@H]1C(=O)N2c3ccccc3[C@](C[C@@H]3NC(=O)c4ccccc4-n4c3nc3ccccc3c4=O)(OC(=O)CCC(=O)OCc3ccccc3)[C@H]2N1C(=O)OCc1ccccc1;0.8336986;6.020577107;Tyrosine-protein kinase ABL2
COC(=O)N[C@H](C(=O)N1CC2(CC1c1ncc(c3ccc(c4ccc(c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)cc4)cc3)[nH]1)CN(S(C)(=O)=O)C2)C(C)C;1.0632407;6.026921978;Tyrosine-protein kinase ABL2
COCCCn1nc(C)c2c(c3c(C)noc3C)cc([C@@H](C)N(C(=O)[C@H]3C[NH2+]CCO3)C3CC3)cc21;1.678536;3.856271285;Tyrosine-protein kinase ABL2
COc1ccc(C(=O)N2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)cc1;0.532525;6.56130107;Tyrosine-protein kinase ABL2
O=C(Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1)OC1CC[NH2+]CC1;4.5942324;6.186953711;Tyrosine-protein kinase ABL2
CCCCn1c(N)c(N(CC(C)C)C(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)c(=O)[nH]c1=O;0.536943;3.693419609;Tyrosine-protein kinase ABL2
[NH3+]C[C@@H]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)[O-])cn3Cc2ccc(c3ccc(F)cc3)cc2)C1;1.5763996;6.846115256;Tyrosine-protein kinase ABL2
COc1cc(/C=N\NC(N)=S)ccc1OCc1cn(CC(=O)c2ccc(Br)cc2)nn1;3.884491;5.757617475;Tyrosine-protein kinase ABL2
COc1cc(CO)c(Br)c(Br)c1OCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;2.9183832;5.038532153;Tyrosine-protein kinase ABL2
O=C1CCC2(O)C3Cc4ccc(Oc5nnnn5c5ccccc5)c5c4C2(CC[NH+]3CC2CC2)C1O5;5.9894024;5.37622026;Tyrosine-protein kinase ABL2
COC(=O)[C@@H]1[C@@H](c2ccccc2)[C@]2(c3ccc4c(c3)OCO4)Oc3cc(OC)cc(OC)c3[C@]2(O)[C@@H]1O;1.528865;4.228503687;Tyrosine-protein kinase ABL2
NS(=O)(=O)c1cccc(NS(=O)(=O)c2ccc(/C=C/C(=O)OCC(=O)c3ccccc3)cc2)c1;1.175139;6.663523983;Tyrosine-protein kinase ABL2
OC[C@H]1OC(n2ncc3c(SC/C=C/c4ccc(OCc5ccccc5)cc4)ncnc32)[C@H](O)[C@@H]1O;1.539072;6.547906343;Tyrosine-protein kinase ABL2
COc1ccccc1N1CC[NH+](CC(O)CCn2cc(c3ccc4c(c3)Cc3ccccc3-4)nn2)CC1;2.1134556;6.917318803;Tyrosine-protein kinase ABL2
NC(=O)n1cc(NC(=O)N2[C@H](C(=O)NCCOC(F)(F)C(F)(F)F)C[C@H]3C[C@H]32)c2ccccc21;5.4310228;6.272961955;Tyrosine-protein kinase ABL2
CC1CCN(C(=O)C(CCn2ccnc2C#N)NS(=O)(=O)c2cc(Cl)c(N)c(Cl)c2)CC1;1.6016038;5.061796678;Tyrosine-protein kinase ABL2
COC(=O)c1c(NC(NC(=O)c2ccccc2)(C(F)(F)F)C(F)(F)F)sc2c1CC[NH+](C)C2;4.456781;#NUM!;Tyrosine-protein kinase ABL2
CC(=O)N1CC(CC(=O)NO)(NS(=O)(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)C1;1.5240704;6.820735774;Tyrosine-protein kinase ABL2
Cc1cc(COc2ccc(S(=O)(=O)N[C@@H]3CCOC[C@]3(C)C(=O)NO)cc2)c2ccccc2n1;1.4862218;6.732612573;Tyrosine-protein kinase ABL2
O=C([O-])c1cn(Cc2ccc(c3ccccc3)cc2)c2cc(N3C[C@H]4CC[NH2+]C[C@H]4C3)c(F)cc2c1=O;0.9904345;6.440748531;Tyrosine-protein kinase ABL2
COc1cc([C@@H]2Nc3ccc(C(N)=[NH2+])cc3[C@H]3c4ccccc4C[C@@H]23)c(c2ccc(C(=O)[O-])cc2)cc1O;1.414098;4.866515664;Tyrosine-protein kinase ABL2
CC1(C)O[C@@H]2CO[C@@]3(CNC(=S)NCCc4ccc(S(N)(=O)=O)cc4)OC(C)(C)O[C@H]3[C@@H]2O1;2.2660888;5.4918379;Tyrosine-protein kinase ABL2
CC(C)([NH3+])C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2=NNC(=O)[C@@]2(Cc2ccccc2)C1;0.769505;5.469983346;Tyrosine-protein kinase ABL2
COc1ccc(C2C(Cl)C(=O)N2NCc2nc3ccccc3c(=O)n2NC(=O)c2ccncc2)cc1;1.3198496;5.812606352;Tyrosine-protein kinase ABL2
CC(C)(O)C#Cc1cc(C(=O)NCCc2ccc(S(N)(=O)=O)cc2)c2oc(C(C)(C)O)cc2c1;3.6886452;5.952898489;Tyrosine-protein kinase ABL2
COc1cccc(S(=O)(=O)N2C[C@@H](O)COC[C@@H]3O[C@@H](CC(=O)Nc4ccccc4)CC[C@H]32)c1;0.6958953;5.802736554;Tyrosine-protein kinase ABL2
CCC1CCCC[NH+]1CCCNC(=O)Cn1ncc2c(C)n(Cc3ccccc3Cl)c(C)c2c1=O;6.4181943;6.479522739;Tyrosine-protein kinase ABL2
COc1cc(C[C@@H]2CO[C@@H](c3ccc(O)c(OC)c3)[C@@H]2CO[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)ccc1O;1.9814172;5.273292361;Tyrosine-protein kinase ABL2
CCN(CC)c1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)CSc1nnc(N)s1;2.2855455;4.107951148;Tyrosine-protein kinase ABL2
Cn1c(SCC(=O)NCCNC(=O)CSc2nnc(C(F)(F)F)n2C)nnc1C(F)(F)F;0.539748;5.496772799;Tyrosine-protein kinase ABL2
COc1cc([C@@H]2Nc3ccc(C(N)=[NH2+])cc3[C@H]3c4ccccc4C[C@@H]23)c(c2cccc(C(=O)[O-])c2)cc1O;1.0170756;5.21407357;Tyrosine-protein kinase ABL2
CC(=O)N1CCc2c(sc(NC(=O)C3CCN(S(=O)(=O)c4cccs4)CC3)c2C(N)=O)C1;3.726489;6.616994933;Tyrosine-protein kinase ABL2
NC(=O)n1cc(NC(=O)N2C[C@](O)(CO)C[C@H]2C(=O)NCc2cccc(Cl)c2F)c2ccccc21;4.2577868;6.391399538;Tyrosine-protein kinase ABL2
CC#C[C@H]1CN(S(=O)(=O)c2ccc(N)nc2)CCN1c1ccc([C@@](O)(CO)C(F)(F)F)cn1;1.8843552;6.409729164;Tyrosine-protein kinase ABL2
CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCC3CCCO3)N(C(=O)c3coc4ccccc34)C2)n(C)n1;2.4923343;5.473508274;Tyrosine-protein kinase ABL2
CS(=O)(=O)c1ccc(Cc2nnc3n2N=C(c2cc(Cl)sc2S(N)(=O)=O)CS3)cc1;5.550075;6.184838754;Tyrosine-protein kinase ABL2
NS(=O)(=O)N1CCC(NC(=O)c2cnn3ccc(N4CCCC4c4cc(F)ccc4F)nc23)CC1;2.5347003;5.006102815;Tyrosine-protein kinase ABL2
COc1ccc(Cl)cc1C(=O)NCC1CCN(S(=O)(=O)NC(=O)NC2CCCCC2)CC1;0.6823272;6.511952077;Tyrosine-protein kinase ABL2
O=C(NO)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2C[NH2+]1;1.1645878;6.242647574;Tyrosine-protein kinase ABL2
O=C(NCC[NH+]1CCCCC1)Nc1ccccc1S(=O)(=O)Nc1ccc2c(c1C(=O)[O-])CCCC2;2.2791448;6.221498006;Tyrosine-protein kinase ABL2
O=C1NC2(CCCc3ccccc32)C(=O)N1CCC[NH+]1CCN(c2cccc(C(F)(F)F)c2)CC1;1.6105904;#NUM!;Tyrosine-protein kinase ABL2
CCCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CCC[NH2+]Cc1ccccc1OC)C3=O;4.0133016;6.819325803;Tyrosine-protein kinase ABL2
COc1ccc(C(CO)(CO)NC(=O)c2c(C)nc3c(OCc4c(F)cccc4F)cccn23)cn1;4.3307789;5.430504152;Tyrosine-protein kinase ABL2
O=C(NC1CC1)C(=O)C(Cc1ccccc1)NC(=O)[C@H]1CCC(=O)N1Cc1ccccc1C(F)(F)F;1.2234758;5.039237138;Tyrosine-protein kinase ABL2
CC(=O)Nc1cc(Oc2ccc3c(c2)C[C@@H]([NH2+]C[C@H](O)c2cccc(Cl)c2)CC3)cc(C(=O)[O-])c1;2.694615;7.691393002;Tyrosine-protein kinase ABL2
CS(=O)(=O)C(C(=O)NCCS(N)(=O)=O)c1nc2ccc(c3ccnc(O)c3F)cc2s1;2.5614893;5.882399928;Tyrosine-protein kinase ABL2
CC(C)(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccccc1OCc1ccccc1;1.7544636;4.506973003;Tyrosine-protein kinase ABL2
O=C(Cn1c(Cl)cnc(NCC(F)(F)c2ccccn2)c1=O)NCc1ccccc1n1cncn1;2.9105556;6.673393782;Tyrosine-protein kinase ABL2
